sample_id,model,generation,problem_key,violation_idx,violation_text,cwes
human/soln2/00000/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp,human,soln2,p03612_AtCoder_Beginner_Contest_072_-_Derangement,0,file derived/cpp/human/soln2/00000/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp line 13 column 2 function main,CWE-120|CWE-190
human/soln2/00000/0237_p00163_Highway_Toll.cpp,human,soln2,p00163_Highway_Toll,0,file derived/cpp/human/soln2/00000/0237_p00163_Highway_Toll.cpp line 71 column 3 function main,CWE-190
human/soln2/00000/0082_p02260_Selection_Sort.cpp,human,soln2,p02260_Selection_Sort,0,file derived/cpp/human/soln2/00000/0082_p02260_Selection_Sort.cpp line 6 column 3 function main,CWE-120|CWE-190
human/soln2/00000/0236_p00032_Plastic_Board.cpp,human,soln2,p00032_Plastic_Board,0,file derived/cpp/human/soln2/00000/0236_p00032_Plastic_Board.cpp line 9 column 9 function main,CWE-190
human/soln2/00000/0251_p02257_Prime_Numbers.cpp,human,soln2,p02257_Prime_Numbers,0,file derived/cpp/human/soln2/00000/0251_p02257_Prime_Numbers.cpp line 12 column 2 function main,CWE-120|CWE-190
human/soln2/00000/0061_p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities.cpp,human,soln2,p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities,0,file derived/cpp/human/soln2/00000/0061_p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities.cpp line 32 column 2 function main,CWE-120|CWE-190
human/soln2/00000/0077_p01538_Kakezan.cpp,human,soln2,p01538_Kakezan,0,file derived/cpp/human/soln2/00000/0077_p01538_Kakezan.cpp line 11 column 25 function seisu_1,CWE-190
human/soln2/00000/0153_p00206_Next_Trip.cpp,human,soln2,p00206_Next_Trip,0,file derived/cpp/human/soln2/00000/0153_p00206_Next_Trip.cpp line 11 column 4 function main,CWE-190
human/soln2/00000/0083_p02408_Finding_Missing_Cards.cpp,human,soln2,p02408_Finding_Missing_Cards,0,file derived/cpp/human/soln2/00000/0083_p02408_Finding_Missing_Cards.cpp line 19 column 3 function main,CWE-119
human/soln2/00002/0024_p00971_Shortest_Common_Non-Subsequence.cpp,human,soln2,p00971_Shortest_Common_Non-Subsequence,0,file derived/cpp/human/soln2/00002/0024_p00971_Shortest_Common_Non-Subsequence.cpp line 45 column 3 function main,CWE-120|CWE-190
human/soln2/00002/0279_p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses.cpp,human,soln2,p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses,0,file derived/cpp/human/soln2/00002/0279_p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses.cpp line 76 column 2 function main,CWE-119
human/soln2/00002/0014_p03474_AtCoder_Beginner_Contest_084_-_Postal_Code.cpp,human,soln2,p03474_AtCoder_Beginner_Contest_084_-_Postal_Code,0,file derived/cpp/human/soln2/00002/0014_p03474_AtCoder_Beginner_Contest_084_-_Postal_Code.cpp line 6 column 5 function main,CWE-120|CWE-190
human/soln2/00002/0276_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones.cpp,human,soln2,p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones,0,file derived/cpp/human/soln2/00002/0276_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones.cpp line 10 column 3 function main,CWE-120|CWE-190
human/soln2/00002/0185_p02799_Keyence_Programming_Contest_2020_-_Bichromization.cpp,human,soln2,p02799_Keyence_Programming_Contest_2020_-_Bichromization,0,file derived/cpp/human/soln2/00002/0185_p02799_Keyence_Programming_Contest_2020_-_Bichromization.cpp line 83 column 5 function main,CWE-120|CWE-190
human/soln2/00002/0008_p02630_AtCoder_Beginner_Contest_171_-_Replacing.cpp,human,soln2,p02630_AtCoder_Beginner_Contest_171_-_Replacing,0,file derived/cpp/human/soln2/00002/0008_p02630_AtCoder_Beginner_Contest_171_-_Replacing.cpp line 7 column 3 function main,CWE-120|CWE-190
human/soln2/00002/0103_p03729_AtCoder_Beginner_Contest_060_-_Shiritori.cpp,human,soln2,p03729_AtCoder_Beginner_Contest_060_-_Shiritori,0,file /tmp/esbmc-cpp-headers-5283-6755-6a63/string line 1437 column 3 function operator[],
human/soln2/00002/0017_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer.cpp,human,soln2,p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,0,file derived/cpp/human/soln2/00002/0017_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer.cpp line 7 column 26 function main,CWE-190
human/soln2/00002/0032_p02137_Special_Chat.cpp,human,soln2,p02137_Special_Chat,0,file derived/cpp/human/soln2/00002/0032_p02137_Special_Chat.cpp line 39 column 3 function main,CWE-120|CWE-190
human/soln2/00002/0144_1474_B._Different_Divisors.cpp,human,soln2,1474_B_Different_Divisors,0,file derived/cpp/human/soln2/00002/0144_1474_B._Different_Divisors.cpp line 30 column 5 function main,CWE-120|CWE-190
human/soln2/00002/0027_p01402_Anipero.cpp,human,soln2,p01402_Anipero,0,file derived/cpp/human/soln2/00002/0027_p01402_Anipero.cpp line 12 column 9 function main,CWE-120|CWE-190
human/soln2/00002/0101_p03414_AtCoder_Regular_Contest_092_-_Two_Faced_Edges.cpp,human,soln2,p03414_AtCoder_Regular_Contest_092_-_Two_Faced_Edges,0,file derived/cpp/human/soln2/00002/0101_p03414_AtCoder_Regular_Contest_092_-_Two_Faced_Edges.cpp line 53 column 2 function main,CWE-120|CWE-190
human/soln2/00001/0231_p01346_Ropeway.cpp,human,soln2,p01346_Ropeway,0,file derived/cpp/human/soln2/00001/0231_p01346_Ropeway.cpp line 51 column 10 function main,CWE-120|CWE-190
human/soln2/00001/0225_p00483_Planetary_Exploration.cpp,human,soln2,p00483_Planetary_Exploration,0,file derived/cpp/human/soln2/00001/0225_p00483_Planetary_Exploration.cpp line 10 column 3 function main,CWE-120|CWE-190
human/soln2/00001/0134_p03849_AtCoder_Regular_Contest_066_-_Xor_Sum.cpp,human,soln2,p03849_AtCoder_Regular_Contest_066_-_Xor_Sum,0,file derived/cpp/human/soln2/00001/0134_p03849_AtCoder_Regular_Contest_066_-_Xor_Sum.cpp line 19 column 5 function main,CWE-120|CWE-190
human/soln2/00001/0230_p01210_Speed.cpp,human,soln2,p01210_Speed,0,file derived/cpp/human/soln2/00001/0230_p01210_Speed.cpp line 109 column 11 function main,CWE-120|CWE-190
human/soln2/00001/0145_p01458_Kth_Sentence.cpp,human,soln2,p01458_Kth_Sentence,0,file derived/cpp/human/soln2/00001/0145_p01458_Kth_Sentence.cpp line 103 column 10 function main,CWE-120|CWE-190
human/soln2/00001/0128_p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating.cpp,human,soln2,p02943_AtCoder_Grand_Contest_037_-_Reversing_and_Concatenating,0,array bounds violated: array `p' lower bound,CWE-119
human/soln2/00001/0143_p01150_Eight_Princes.cpp,human,soln2,p01150_Eight_Princes,0,file derived/cpp/human/soln2/00001/0143_p01150_Eight_Princes.cpp line 37 column 12 function main,CWE-120|CWE-190
human/soln2/00001/0037_p02574_AtCoder_Beginner_Contest_177_-_Coprime.cpp,human,soln2,p02574_AtCoder_Beginner_Contest_177_-_Coprime,0,file derived/cpp/human/soln2/00001/0037_p02574_AtCoder_Beginner_Contest_177_-_Coprime.cpp line 18 column 5 function main,CWE-120|CWE-190
human/soln2/00001/0238_p02398_How_Many_Divisors_.cpp,human,soln2,p02398_How_Many_Divisors_,0,file derived/cpp/human/soln2/00001/0238_p02398_How_Many_Divisors_.cpp line 9 column 4 function main,CWE-190
qwen/gen_3/00002_3/0233_155_A._I_love__username_.cpp,qwen,gen_3,155_A_I_love__username_,0,file /tmp/esbmc-cpp-headers-fdca-9c26-67fb/vector line 671 column 5 function operator[],
qwen/gen_3/00002_3/0184_p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View.cpp,qwen,gen_3,p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View,0,file /tmp/esbmc-cpp-headers-4d3a-961c-bfeb/vector line 671 column 5 function operator[],
qwen/gen_3/00002_3/0067_393_C._Blocked_Points.cpp,qwen,gen_3,393_C_Blocked_Points,0,file derived/cpp/qwen/gen_3/00002_3/0067_393_C._Blocked_Points.cpp line 10 column 9 function main,CWE-190
qwen/gen_3/00002_3/0102_p03893_CODE_FESTIVAL_2016_Relay__Parallel__-_Trichotomy.cpp,qwen,gen_3,p03893_CODE_FESTIVAL_2016_Relay__Parallel__-_Trichotomy,0,file derived/cpp/qwen/gen_3/00002_3/0102_p03893_CODE_FESTIVAL_2016_Relay__Parallel__-_Trichotomy.cpp line 7 column 5 function main,CWE-190
qwen/gen_3/00002_3/0016_p00054_Sum_of_Nth_decimal_places.cpp,qwen,gen_3,p00054_Sum_of_Nth_decimal_places,0,file derived/cpp/qwen/gen_3/00002_3/0016_p00054_Sum_of_Nth_decimal_places.cpp line 10 column 13 function main,CWE-190
qwen/gen_3/00002_3/0027_p01711_Idempotent_Filter.cpp,qwen,gen_3,p01711_Idempotent_Filter,0,file /tmp/esbmc-cpp-headers-d760-bc2c-6ed2/string line 1437 column 3 function operator[],
qwen/gen_3/00002_3/0072_513_A._Game.cpp,qwen,gen_3,513_A_Game,0,file derived/cpp/qwen/gen_3/00002_3/0072_513_A._Game.cpp line 7 column 5 function main,CWE-190
qwen/gen_3/00002_3/0154_365_A._Good_Number.cpp,qwen,gen_3,365_A_Good_Number,0,file /tmp/esbmc-cpp-headers-4793-b8cc-aee3/bitset line 290 column 5 function set,
qwen/gen_3/00002_3/0101_p03729_AtCoder_Beginner_Contest_060_-_Shiritori.cpp,qwen,gen_3,p03729_AtCoder_Beginner_Contest_060_-_Shiritori,0,file /tmp/esbmc-cpp-headers-60fe-95d7-8677/string line 1470 column 3 function back,
qwen/gen_3/00002_3/0259_787_A._The_Monster.cpp,qwen,gen_3,787_A_The_Monster,0,file derived/cpp/qwen/gen_3/00002_3/0259_787_A._The_Monster.cpp line 12 column 9 function main,CWE-190
qwen/gen_3/00002_3/0170_764_A._Taymyr_is_calling_you.cpp,qwen,gen_3,764_A_Taymyr_is_calling_you,0,file /tmp/esbmc-cpp-headers-be1b-c640-be66/vector line 670 column 5 function operator[],
qwen/gen_3/00000_3/0230_p03150_KEYENCE_Programming_Contest_2019_-_KEYENCE_String.cpp,qwen,gen_3,p03150_KEYENCE_Programming_Contest_2019_-_KEYENCE_String,0,file /tmp/esbmc-cpp-headers-fb6b-088d-fe01/string line 999 column 5 function substr,
qwen/gen_3/00000_3/0042_663_A._Rebus.cpp,qwen,gen_3,663_A_Rebus,0,file /tmp/esbmc-cpp-headers-a21e-edb4-3e15/ios line 254 column 3 function rdstate,CWE-476|CWE-825
qwen/gen_3/00000_3/0047_776_A._A_Serial_Killer.cpp,qwen,gen_3,776_A_A_Serial_Killer,0,file /tmp/esbmc-cpp-headers-c473-a04c-77bc/string line 3366 column 3 function operator==,
qwen/gen_3/00000_3/0152_p00074_Videotape.cpp,qwen,gen_3,p00074_Videotape,0,file derived/cpp/qwen/gen_3/00000_3/0152_p00074_Videotape.cpp line 10 column 9 function main,CWE-190
qwen/gen_3/00000_3/0264_1244_C._The_Football_Season.cpp,qwen,gen_3,1244_C_The_Football_Season,0,file derived/cpp/qwen/gen_3/00000_3/0264_1244_C._The_Football_Season.cpp line 17 column 13 function main,CWE-190
qwen/gen_3/00000_3/0031_379_A._New_Year_Candles.cpp,qwen,gen_3,379_A_New_Year_Candles,0,file derived/cpp/qwen/gen_3/00000_3/0031_379_A._New_Year_Candles.cpp line 11 column 9 function main,CWE-190
qwen/gen_3/00000_3/0111_290_D._Orange.cpp,qwen,gen_3,290_D_Orange,0,file derived/cpp/qwen/gen_3/00000_3/0111_290_D._Orange.cpp line 11 column 9 function main,CWE-119|CWE-476
qwen/gen_3/00000_3/0124_5_A._Chat_Server_s_Outgoing_Traffic.cpp,qwen,gen_3,5_A_Chat_Server_s_Outgoing_Traffic,0,file /tmp/esbmc-cpp-headers-0155-9fea-80d7/ios line 254 column 3 function rdstate,CWE-476
qwen/gen_3/00000_3/0093_1236_A._Stones.cpp,qwen,gen_3,1236_A_Stones,0,file derived/cpp/qwen/gen_3/00000_3/0093_1236_A._Stones.cpp line 13 column 9 function main,CWE-190
qwen/gen_3/00000_3/0251_p02257_Prime_Numbers.cpp,qwen,gen_3,p02257_Prime_Numbers,0,file /tmp/esbmc-cpp-headers-ac64-2db9-cf7d/vector line 520 column 5 function end,
qwen/gen_3/00000_3/0048_7_B._Memory_Manager.cpp,qwen,gen_3,7_B_Memory_Manager,0,file derived/cpp/qwen/gen_3/00000_3/0048_7_B._Memory_Manager.cpp line 23 column 12 function main,CWE-190
qwen/gen_3/00000_3/0127_670_B._Game_of_Robots.cpp,qwen,gen_3,670_B_Game_of_Robots,0,file /tmp/esbmc-cpp-headers-3caf-3dcb-a5f0/vector line 670 column 5 function operator[],
qwen/gen_3/00000_3/0027_284_B._Cows_and_Poker_Game.cpp,qwen,gen_3,284_B_Cows_and_Poker_Game,0,file derived/cpp/qwen/gen_3/00000_3/0027_284_B._Cows_and_Poker_Game.cpp line 11 column 9 function main,CWE-119|CWE-476
qwen/gen_3/00000_3/0153_p00206_Next_Trip.cpp,qwen,gen_3,p00206_Next_Trip,0,file derived/cpp/qwen/gen_3/00000_3/0153_p00206_Next_Trip.cpp line 13 column 13 function main,CWE-190
qwen/gen_3/00000_3/0066_p03943_AtCoder_Beginner_Contest_047_-_Fighting_over_Candies.cpp,qwen,gen_3,p03943_AtCoder_Beginner_Contest_047_-_Fighting_over_Candies,0,file derived/cpp/qwen/gen_3/00000_3/0066_p03943_AtCoder_Beginner_Contest_047_-_Fighting_over_Candies.cpp line 7 column 5 function main,CWE-190
qwen/gen_3/00000_3/0002_1060_A._Phone_Numbers.cpp,qwen,gen_3,1060_A_Phone_Numbers,0,file /tmp/esbmc-cpp-headers-0900-f838-1bb3/algorithm line 299 column 5 function count,CWE-119|CWE-476
qwen/gen_3/00000_3/0227_p02741_Panasonic_Programming_Contest_2020_-_Kth_Term.cpp,qwen,gen_3,p02741_Panasonic_Programming_Contest_2020_-_Kth_Term,0,file derived/cpp/qwen/gen_3/00000_3/0227_p02741_Panasonic_Programming_Contest_2020_-_Kth_Term.cpp line 7 column 5 function main,CWE-119
qwen/gen_3/00001_3/0261_802_I._Fake_News__hard_.cpp,qwen,gen_3,802_I_Fake_News__hard_,0,file derived/cpp/qwen/gen_3/00001_3/0261_802_I._Fake_News__hard_.cpp line 12 column 12 function main,CWE-190
qwen/gen_3/00001_3/0188_936_A._Save_Energy_.cpp,qwen,gen_3,936_A_Save_Energy_,0,file derived/cpp/qwen/gen_3/00001_3/0188_936_A._Save_Energy_.cpp line 19 column 9 function main,CWE-190
qwen/gen_3/00001_3/0103_789_A._Anastasia_and_pebbles.cpp,qwen,gen_3,789_A_Anastasia_and_pebbles,0,file derived/cpp/qwen/gen_3/00001_3/0103_789_A._Anastasia_and_pebbles.cpp line 18 column 9 function main,CWE-190
qwen/gen_3/00001_3/0228_1271_C._Shawarma_Tent.cpp,qwen,gen_3,1271_C_Shawarma_Tent,0,file /tmp/esbmc-cpp-headers-18bc-5cf6-2d76/vector line 671 column 5 function operator[],
qwen/gen_3/00001_3/0156_1373_B._01_Game.cpp,qwen,gen_3,1373_B_01_Game,0,file derived/cpp/qwen/gen_3/00001_3/0156_1373_B._01_Game.cpp line 10 column 10 function main,CWE-190
qwen/gen_3/00001_3/0056_p01797_Kimagure_Cleaner.cpp,qwen,gen_3,p01797_Kimagure_Cleaner,0,file derived/cpp/qwen/gen_3/00001_3/0056_p01797_Kimagure_Cleaner.cpp line 28 column 25 function main,CWE-190
qwen/gen_3/00001_3/0149_1206_F._Almost_All.cpp,qwen,gen_3,1206_F_Almost_All,0,arithmetic overflow on sub,CWE-190
qwen/gen_3/00001_3/0091_483_B._Friends_and_Presents.cpp,qwen,gen_3,483_B_Friends_and_Presents,0,file derived/cpp/qwen/gen_3/00001_3/0091_483_B._Friends_and_Presents.cpp line 11 column 3 function main,CWE-190
qwen/gen_3/00001_3/0207_p01076_Graph_Making.cpp,qwen,gen_3,p01076_Graph_Making,0,file derived/cpp/qwen/gen_3/00001_3/0207_p01076_Graph_Making.cpp line 10 column 5 function main,CWE-190
qwen/gen_3/00001_3/0226_1230_A._Dawid_and_Bags_of_Candies.cpp,qwen,gen_3,1230_A_Dawid_and_Bags_of_Candies,0,file derived/cpp/qwen/gen_3/00001_3/0226_1230_A._Dawid_and_Bags_of_Candies.cpp line 10 column 3 function main,CWE-190
qwen/gen_3/00001_3/0167_259_B._Little_Elephant_and_Magic_Square.cpp,qwen,gen_3,259_B_Little_Elephant_and_Magic_Square,0,file /tmp/esbmc-cpp-headers-1123-8027-b28e/vector line 433 column 7 function operator=,CWE-476
qwen/gen_3/00001_3/0097_650_B._Image_Preview.cpp,qwen,gen_3,650_B_Image_Preview,0,file derived/cpp/qwen/gen_3/00001_3/0097_650_B._Image_Preview.cpp line 24 column 5 function main,CWE-119
qwen/gen_3/00001_3/0042_p03407_AtCoder_Beginner_Contest_091_-_Two_Coins.cpp,qwen,gen_3,p03407_AtCoder_Beginner_Contest_091_-_Two_Coins,0,file derived/cpp/qwen/gen_3/00001_3/0042_p03407_AtCoder_Beginner_Contest_091_-_Two_Coins.cpp line 9 column 3 function main,CWE-190
qwen/gen_3/00001_3/0079_1500_B._Two_chandeliers.cpp,qwen,gen_3,1500_B_Two_chandeliers,0,file /tmp/esbmc-cpp-headers-f4e0-21b3-273a/vector line 671 column 5 function operator[],
qwen/gen_3/00001_3/0100_720_C._Homework.cpp,qwen,gen_3,720_C_Homework,0,file derived/cpp/qwen/gen_3/00001_3/0100_720_C._Homework.cpp line 9 column 12 function main,CWE-190
qwen/gen_3/00001_3/0157_1396_A._Multiples_of_Length.cpp,qwen,gen_3,1396_A_Multiples_of_Length,0,file /tmp/esbmc-cpp-headers-68f2-c6ec-ec27/vector line 671 column 5 function operator[],
qwen/gen_3/00001_3/0045_p04048_AtCoder_Grand_Contest_001_-_Mysterious_Light.cpp,qwen,gen_3,p04048_AtCoder_Grand_Contest_001_-_Mysterious_Light,0,file derived/cpp/qwen/gen_3/00001_3/0045_p04048_AtCoder_Grand_Contest_001_-_Mysterious_Light.cpp line 69 column 7 function main,CWE-190
qwen/gen_3/00001_3/0074_1366_A._Shovels_and_Swords.cpp,qwen,gen_3,1366_A_Shovels_and_Swords,0,file derived/cpp/qwen/gen_3/00001_3/0074_1366_A._Shovels_and_Swords.cpp line 13 column 18 function main,CWE-190
