sample_id,model,generation,problem_key,test_idx,correct,timeout,sanitizer_triggered,sanitizer_errors,sanitizer_cwes,returncode
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,15,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,16,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,17,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,18,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,19,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,20,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,21,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,22,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,23,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,24,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,25,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,26,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,27,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,28,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,29,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,30,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,31,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,32,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,33,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,34,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,35,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,36,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,37,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,38,True,False,False,,,0
human/soln1/00000/0122_551_B._ZgukistringZ.cpp,human,soln1,551_B_ZgukistringZ,39,True,False,False,,,0
human/soln1/00000/0267_1304_E._1-Trees_and_Queries.cpp,human,soln1,1304_E_1-Trees_and_Queries,0,True,False,False,,,0
human/soln1/00000/0267_1304_E._1-Trees_and_Queries.cpp,human,soln1,1304_E_1-Trees_and_Queries,1,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,0,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,1,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,2,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,3,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,4,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,5,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,6,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,7,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,8,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,9,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,10,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,11,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,12,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,13,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,14,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,15,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,16,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,17,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,18,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,19,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,20,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,21,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,22,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,23,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,24,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,25,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,26,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,27,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,28,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,29,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,30,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,31,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,32,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,33,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,34,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,35,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,36,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,37,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,38,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,39,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,40,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,41,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,42,True,False,False,,,0
human/soln1/00000/0049_820_D._Mister_B_and_PR_Shifts.cpp,human,soln1,820_D_Mister_B_and_PR_Shifts,43,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,0,False,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,1,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,2,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,3,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,4,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,5,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,6,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,7,False,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,8,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,9,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,10,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,11,False,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,12,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,13,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,14,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,15,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,16,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,17,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,18,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,19,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,20,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,21,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,22,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,23,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,24,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,25,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,26,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,27,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,28,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,29,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,30,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,31,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,32,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,33,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,34,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,35,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,36,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,37,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,38,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,39,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,40,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,41,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,42,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,43,False,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,44,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,45,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,46,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,47,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,48,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,49,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,50,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,51,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,52,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,53,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,54,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,55,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,56,True,False,False,,,0
human/soln1/00000/0087_1088_D._Ehab_and_another_another_xor_problem.cpp,human,soln1,1088_D_Ehab_and_another_another_xor_problem,57,True,False,False,,,0
