sample_id,model,generation,batch,problem_key,verdict,n_violations,cwes,parse_error,timeout
human/soln1/00000/0137_89_C._Chip_Play.cpp,human,soln1,00000,89_C_Chip_Play,PARSE_ERROR,0,,True,False
human/soln1/00000/0073_p00953_Animal_Companion_in_Maze.cpp,human,soln1,00000,p00953_Animal_Companion_in_Maze,PARSE_ERROR,0,,True,False
human/soln1/00000/0118_455_C._Civilization.cpp,human,soln1,00000,455_C_Civilization,PARSE_ERROR,0,,True,False
human/soln1/00000/0019_1466_F._Euclid_s_nightmare.cpp,human,soln1,00000,1466_F_Euclid_s_nightmare,PARSE_ERROR,0,,True,False
human/soln1/00000/0099_1382_A._Common_Subsequence.cpp,human,soln1,00000,1382_A_Common_Subsequence,PARSE_ERROR,0,,True,False
human/soln1/00000/0007_1189_D1._Add_on_a_Tree.cpp,human,soln1,00000,1189_D1_Add_on_a_Tree,PARSE_ERROR,0,,True,False
human/soln1/00000/0164_p01878_Destiny_Draw.cpp,human,soln1,00000,p01878_Destiny_Draw,PARSE_ERROR,0,,True,False
human/soln1/00000/0258_1117_F._Crisp_String.cpp,human,soln1,00000,1117_F_Crisp_String,PARSE_ERROR,0,,True,False
human/soln1/00000/0003_1081_G._Mergesort_Strikes_Back.cpp,human,soln1,00000,1081_G_Mergesort_Strikes_Back,PARSE_ERROR,0,,True,False
human/soln1/00000/0187_1420_D._Rescue_Nibel_.cpp,human,soln1,00000,1420_D_Rescue_Nibel_,PARSE_ERROR,0,,True,False
human/soln1/00000/0160_p01262_Adaptive_Time_Slicing_Quantization.cpp,human,soln1,00000,p01262_Adaptive_Time_Slicing_Quantization,TIMEOUT,0,,False,True
human/soln1/00000/0202_425_A._Sereja_and_Swaps.cpp,human,soln1,00000,425_A_Sereja_and_Swaps,PARSE_ERROR,0,,True,False
human/soln1/00000/0103_1497_D._Genius.cpp,human,soln1,00000,1497_D_Genius,PARSE_ERROR,0,,True,False
human/soln1/00000/0259_1144_B._Parity_Alternated_Deletions.cpp,human,soln1,00000,1144_B_Parity_Alternated_Deletions,PARSE_ERROR,0,,True,False
human/soln1/00000/0262_1202_C._You_Are_Given_a_WASD-string....cpp,human,soln1,00000,1202_C_You_Are_Given_a_WASD-string,PARSE_ERROR,0,,True,False
human/soln1/00000/0244_p01219_Private_Teacher.cpp,human,soln1,00000,p01219_Private_Teacher,TIMEOUT,0,,False,True
human/soln1/00000/0043_687_D._Dividing_Kingdom_II.cpp,human,soln1,00000,687_D_Dividing_Kingdom_II,PARSE_ERROR,0,,True,False
human/soln1/00000/0272_1413_F._Roads_and_Ramen.cpp,human,soln1,00000,1413_F_Roads_and_Ramen,PARSE_ERROR,0,,True,False
human/soln1/00000/0158_p00991_Grid.cpp,human,soln1,00000,p00991_Grid,PARSE_ERROR,0,,True,False
human/soln1/00000/0042_663_A._Rebus.cpp,human,soln1,00000,663_A_Rebus,PARSE_ERROR,0,,True,False
human/soln1/00000/0065_p03774_AtCoder_Beginner_Contest_057_-_Checkpoints.cpp,human,soln1,00000,p03774_AtCoder_Beginner_Contest_057_-_Checkpoints,PARSE_ERROR,0,,True,False
human/soln1/00000/0075_p01222_Walk_under_a_Scorching_Sun.cpp,human,soln1,00000,p01222_Walk_under_a_Scorching_Sun,PARSE_ERROR,0,,True,False
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree.cpp,human,soln1,00000,1065_F_Up_and_Down_the_Tree,PARSE_ERROR,0,,True,False
human/soln1/00000/0269_1348_F._Phoenix_and_Memory.cpp,human,soln1,00000,1348_F_Phoenix_and_Memory,PARSE_ERROR,0,,True,False
human/soln1/00000/0112_316_B2._EKG.cpp,human,soln1,00000,316_B2_EKG,PARSE_ERROR,0,,True,False
human/soln1/00000/0045_730_J._Bottles.cpp,human,soln1,00000,730_J_Bottles,PARSE_ERROR,0,,True,False
human/soln1/00000/0180_1269_B._Modulo_Equality.cpp,human,soln1,00000,1269_B_Modulo_Equality,PARSE_ERROR,0,,True,False
human/soln1/00000/0234_p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases.cpp,human,soln1,00000,p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases,PARSE_ERROR,0,,True,False
human/soln1/00000/0275_1506_F._Triangular_Paths.cpp,human,soln1,00000,1506_F_Triangular_Paths,PARSE_ERROR,0,,True,False
human/soln1/00000/0101_1446_D2._Frequency_Problem__Hard_Version_.cpp,human,soln1,00000,1446_D2_Frequency_Problem__Hard_Version_,PARSE_ERROR,0,,True,False
human/soln1/00000/0247_p01691_Disappear_Drive.cpp,human,soln1,00000,p01691_Disappear_Drive,PARSE_ERROR,0,,True,False
human/soln1/00000/0016_1398_A._Bad_Triangle.cpp,human,soln1,00000,1398_A_Bad_Triangle,PARSE_ERROR,0,,True,False
human/soln1/00000/0047_776_A._A_Serial_Killer.cpp,human,soln1,00000,776_A_A_Serial_Killer,PARSE_ERROR,0,,True,False
human/soln1/00000/0161_p01422_Beautiful_Currency.cpp,human,soln1,00000,p01422_Beautiful_Currency,PARSE_ERROR,0,,True,False
human/soln1/00000/0053_915_A._Garden.cpp,human,soln1,00000,915_A_Garden,PARSE_ERROR,0,,True,False
human/soln1/00000/0070_p00493_Zig-Zag_Numbers.cpp,human,soln1,00000,p00493_Zig-Zag_Numbers,PARSE_ERROR,0,,True,False
human/soln1/00000/0152_p00074_Videotape.cpp,human,soln1,00000,p00074_Videotape,SUCCESS,0,,False,False
human/soln1/00000/0068_p00167_Bubble_Sort.cpp,human,soln1,00000,p00167_Bubble_Sort,SUCCESS,0,,False,False
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam.cpp,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,PARSE_ERROR,0,,True,False
human/soln1/00000/0138_920_E._Connected_Components_.cpp,human,soln1,00000,920_E_Connected_Components_,PARSE_ERROR,0,,True,False
human/soln1/00000/0039_593_C._Beautiful_Function.cpp,human,soln1,00000,593_C_Beautiful_Function,PARSE_ERROR,0,,True,False
human/soln1/00000/0088_1107_D._Compression.cpp,human,soln1,00000,1107_D_Compression,PARSE_ERROR,0,,True,False
human/soln1/00000/0149_p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine.cpp,human,soln1,00000,p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine,PARSE_ERROR,0,,True,False
human/soln1/00000/0193_209_B._Pixels.cpp,human,soln1,00000,209_B_Pixels,PARSE_ERROR,0,,True,False
human/soln1/00000/0264_1244_C._The_Football_Season.cpp,human,soln1,00000,1244_C_The_Football_Season,PARSE_ERROR,0,,True,False
human/soln1/00000/0218_820_A._Mister_B_and_Book_Reading.cpp,human,soln1,00000,820_A_Mister_B_and_Book_Reading,PARSE_ERROR,0,,True,False
human/soln1/00000/0179_124_D._Squares.cpp,human,soln1,00000,124_D_Squares,PARSE_ERROR,0,,True,False
human/soln1/00000/0186_1397_C._Multiples_of_Length.cpp,human,soln1,00000,1397_C_Multiples_of_Length,PARSE_ERROR,0,,True,False
human/soln1/00000/0260_1165_A._Remainder.cpp,human,soln1,00000,1165_A_Remainder,PARSE_ERROR,0,,True,False
human/soln1/00000/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp,human,soln1,00000,p03612_AtCoder_Beginner_Contest_072_-_Derangement,SUCCESS,0,,False,False
human/soln1/00000/0095_1277_E._Two_Fairs.cpp,human,soln1,00000,1277_E_Two_Fairs,PARSE_ERROR,0,,True,False
human/soln1/00000/0172_1081_D._Maximum_Distance.cpp,human,soln1,00000,1081_D_Maximum_Distance,PARSE_ERROR,0,,True,False
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese.cpp,human,soln1,00000,621_D_Rat_Kwesh_and_Cheese,PARSE_ERROR,0,,True,False
human/soln1/00000/0072_p00822_Weather_Forecast.cpp,human,soln1,00000,p00822_Weather_Forecast,SUCCESS,0,,False,False
human/soln1/00000/0192_167_C._Wizards_and_Numbers.cpp,human,soln1,00000,167_C_Wizards_and_Numbers,PARSE_ERROR,0,,True,False
human/soln1/00000/0001_1037_E._Trips.cpp,human,soln1,00000,1037_E_Trips,PARSE_ERROR,0,,True,False
human/soln1/00000/0171_105_C._Item_World.cpp,human,soln1,00000,105_C_Item_World,PARSE_ERROR,0,,True,False
human/soln1/00000/0033_425_D._Sereja_and_Squares.cpp,human,soln1,00000,425_D_Sereja_and_Squares,PARSE_ERROR,0,,True,False
human/soln1/00000/0204_494_A._Treasure.cpp,human,soln1,00000,494_A_Treasure,PARSE_ERROR,0,,True,False
human/soln1/00000/0022_1540_C1._Converging_Array__Easy_Version_.cpp,human,soln1,00000,1540_C1_Converging_Array__Easy_Version_,PARSE_ERROR,0,,True,False
human/soln1/00000/0084_101_C._Vectors.cpp,human,soln1,00000,101_C_Vectors,PARSE_ERROR,0,,True,False
human/soln1/00000/0107_195_A._Let_s_Watch_Football.cpp,human,soln1,00000,195_A_Let_s_Watch_Football,PARSE_ERROR,0,,True,False
human/soln1/00000/0151_p03986_AtCoder_Grand_Contest_005_-_STring.cpp,human,soln1,00000,p03986_AtCoder_Grand_Contest_005_-_STring,PARSE_ERROR,0,,True,False
human/soln1/00000/0131_760_F._Bacterial_Melee.cpp,human,soln1,00000,760_F_Bacterial_Melee,PARSE_ERROR,0,,True,False
human/soln1/00000/0026_260_B._Ancient_Prophesy.cpp,human,soln1,00000,260_B_Ancient_Prophesy,PARSE_ERROR,0,,True,False
human/soln1/00000/0057_p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary.cpp,human,soln1,00000,p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary,PARSE_ERROR,0,,True,False
human/soln1/00000/0245_p01353_Rabbit_Plays_Games_.cpp,human,soln1,00000,p01353_Rabbit_Plays_Games_,PARSE_ERROR,0,,True,False
human/soln1/00000/0117_433_A._Kitahara_Haruki_s_Gift.cpp,human,soln1,00000,433_A_Kitahara_Haruki_s_Gift,PARSE_ERROR,0,,True,False
human/soln1/00000/0252_p02405_Print_a_Chessboard.cpp,human,soln1,00000,p02405_Print_a_Chessboard,PARSE_ERROR,0,,True,False
human/soln1/00000/0237_p00163_Highway_Toll.cpp,human,soln1,00000,p00163_Highway_Toll,PARSE_ERROR,0,,True,False
human/soln1/00000/0090_1155_A._Reverse_a_Substring.cpp,human,soln1,00000,1155_A_Reverse_a_Substring,PARSE_ERROR,0,,True,False
human/soln1/00000/0041_634_C._Factory_Repairs.cpp,human,soln1,00000,634_C_Factory_Repairs,PARSE_ERROR,0,,True,False
human/soln1/00000/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs.cpp,human,soln1,00000,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,PARSE_ERROR,0,,True,False
human/soln1/00000/0031_379_A._New_Year_Candles.cpp,human,soln1,00000,379_A_New_Year_Candles,PARSE_ERROR,0,,True,False
human/soln1/00000/0146_p03194_CADDi_2018_for_Beginners_-_Product_and_GCD.cpp,human,soln1,00000,p03194_CADDi_2018_for_Beginners_-_Product_and_GCD,SUCCESS,0,,False,False
human/soln1/00000/0024_20_B._Equation.cpp,human,soln1,00000,20_B_Equation,PARSE_ERROR,0,,True,False
human/soln1/00000/0081_p02120_Cluster_Network.cpp,human,soln1,00000,p02120_Cluster_Network,PARSE_ERROR,0,,True,False
human/soln1/00000/0135_851_B._Arpa_and_an_exam_about_geometry.cpp,human,soln1,00000,851_B_Arpa_and_an_exam_about_geometry,PARSE_ERROR,0,,True,False
human/soln1/00000/0106_174_E._Ancient_Berland_Hieroglyphs.cpp,human,soln1,00000,174_E_Ancient_Berland_Hieroglyphs,PARSE_ERROR,0,,True,False
human/soln1/00000/0055_963_B._Destruction_of_a_Tree.cpp,human,soln1,00000,963_B_Destruction_of_a_Tree,PARSE_ERROR,0,,True,False
human/soln1/00000/0000_1012_E._Cycle_sort.cpp,human,soln1,00000,1012_E_Cycle_sort,PARSE_ERROR,0,,True,False
human/soln1/00000/0182_1311_C._Perform_the_Combo.cpp,human,soln1,00000,1311_C_Perform_the_Combo,PARSE_ERROR,0,,True,False
human/soln1/00000/0274_147_B._Smile_House.cpp,human,soln1,00000,147_B_Smile_House,PARSE_ERROR,0,,True,False
human/soln1/00000/0120_500_C._New_Year_Book_Reading.cpp,human,soln1,00000,500_C_New_Year_Book_Reading,PARSE_ERROR,0,,True,False
human/soln1/00000/0082_p02260_Selection_Sort.cpp,human,soln1,00000,p02260_Selection_Sort,SUCCESS,0,,False,False
human/soln1/00000/0195_25_D._Roads_not_only_in_Berland.cpp,human,soln1,00000,25_D_Roads_not_only_in_Berland,PARSE_ERROR,0,,True,False
human/soln1/00000/0211_662_C._Binary_Table.cpp,human,soln1,00000,662_C_Binary_Table,PARSE_ERROR,0,,True,False
human/soln1/00000/0156_p00720_Earth_Observation_with_a_Mobile_Robot_Team.cpp,human,soln1,00000,p00720_Earth_Observation_with_a_Mobile_Robot_Team,PARSE_ERROR,0,,True,False
human/soln1/00000/0243_p01083_RedBlue.cpp,human,soln1,00000,p01083_RedBlue,PARSE_ERROR,0,,True,False
human/soln1/00000/0009_1227_D1._Optimal_Subsequences__Easy_Version_.cpp,human,soln1,00000,1227_D1_Optimal_Subsequences__Easy_Version_,PARSE_ERROR,0,,True,False
human/soln1/00000/0018_143_A._Help_Vasilisa_the_Wise_2.cpp,human,soln1,00000,143_A_Help_Vasilisa_the_Wise_2,PARSE_ERROR,0,,True,False
human/soln1/00000/0023_168_A._Wizards_and_Demonstration.cpp,human,soln1,00000,168_A_Wizards_and_Demonstration,PARSE_ERROR,0,,True,False
human/soln1/00000/0208_592_E._BCPC.cpp,human,soln1,00000,592_E_BCPC,PARSE_ERROR,0,,True,False
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences.cpp,human,soln1,00000,283_D_Cows_and_Cool_Sequences,PARSE_ERROR,0,,True,False
human/soln1/00000/0109_242_C._King_s_Path.cpp,human,soln1,00000,242_C_King_s_Path,PARSE_ERROR,0,,True,False
human/soln1/00000/0173_1100_D._Dasha_and_Chess.cpp,human,soln1,00000,1100_D_Dasha_and_Chess,PARSE_ERROR,0,,True,False
human/soln1/00000/0238_p00320_Cuboid.cpp,human,soln1,00000,p00320_Cuboid,PARSE_ERROR,0,,True,False
human/soln1/00000/0111_290_D._Orange.cpp,human,soln1,00000,290_D_Orange,PARSE_ERROR,0,,True,False
human/soln1/00000/0094_1253_F._Cheap_Robot.cpp,human,soln1,00000,1253_F_Cheap_Robot,PARSE_ERROR,0,,True,False
human/soln1/00000/0098_1361_E._James_and_the_Chase.cpp,human,soln1,00000,1361_E_James_and_the_Chase,PARSE_ERROR,0,,True,False
human/soln1/00000/0025_235_D._Graph_Game.cpp,human,soln1,00000,235_D_Graph_Game,PARSE_ERROR,0,,True,False
human/soln1/00000/0136_875_D._High_Cry.cpp,human,soln1,00000,875_D_High_Cry,PARSE_ERROR,0,,True,False
human/soln1/00000/0128_691_D._Swaps_in_Permutation.cpp,human,soln1,00000,691_D_Swaps_in_Permutation,PARSE_ERROR,0,,True,False
human/soln1/00000/0221_893_A._Chess_For_Three.cpp,human,soln1,00000,893_A_Chess_For_Three,PARSE_ERROR,0,,True,False
human/soln1/00000/0253_1007_E._Mini_Metro.cpp,human,soln1,00000,1007_E_Mini_Metro,PARSE_ERROR,0,,True,False
human/soln1/00000/0224_962_F._Simple_Cycles_Edges.cpp,human,soln1,00000,962_F_Simple_Cycles_Edges,PARSE_ERROR,0,,True,False
human/soln1/00000/0178_1227_A._Math_Problem.cpp,human,soln1,00000,1227_A_Math_Problem,PARSE_ERROR,0,,True,False
human/soln1/00000/0215_754_B._Ilya_and_tic-tac-toe_game.cpp,human,soln1,00000,754_B_Ilya_and_tic-tac-toe_game,PARSE_ERROR,0,,True,False
human/soln1/00000/0038_571_E._Geometric_Progressions.cpp,human,soln1,00000,571_E_Geometric_Progressions,PARSE_ERROR,0,,True,False
human/soln1/00000/0229_p03010_diverta_2019_Programming_Contest_2_-_Diverta_City.cpp,human,soln1,00000,p03010_diverta_2019_Programming_Contest_2_-_Diverta_City,PARSE_ERROR,0,,True,False
human/soln1/00000/0119_478_A._Initial_Bet.cpp,human,soln1,00000,478_A_Initial_Bet,PARSE_ERROR,0,,True,False
human/soln1/00000/0190_1490_D._Permutation_Transformation.cpp,human,soln1,00000,1490_D_Permutation_Transformation,PARSE_ERROR,0,,True,False
human/soln1/00000/0201_39_E._What_Has_Dirichlet_Got_to_Do_with_That_.cpp,human,soln1,00000,39_E_What_Has_Dirichlet_Got_to_Do_with_That_,PARSE_ERROR,0,,True,False
human/soln1/00000/0165_p02014_Rough_Sorting.cpp,human,soln1,00000,p02014_Rough_Sorting,PARSE_ERROR,0,,True,False
human/soln1/00000/0035_494_D._Birthday.cpp,human,soln1,00000,494_D_Birthday,PARSE_ERROR,0,,True,False
human/soln1/00000/0017_1421_B._Putting_Bricks_in_the_Wall.cpp,human,soln1,00000,1421_B_Putting_Bricks_in_the_Wall,PARSE_ERROR,0,,True,False
human/soln1/00000/0168_p02445_Swap.cpp,human,soln1,00000,p02445_Swap,FAILED,1,CWE-119|CWE-476,False,False
human/soln1/00000/0028_309_B._Context_Advertising.cpp,human,soln1,00000,309_B_Context_Advertising,PARSE_ERROR,0,,True,False
human/soln1/00000/0271_1391_C._Cyclic_Permutations_.cpp,human,soln1,00000,1391_C_Cyclic_Permutations_,PARSE_ERROR,0,,True,False
human/soln1/00000/0214_730_G._Car_Repair_Shop.cpp,human,soln1,00000,730_G_Car_Repair_Shop,PARSE_ERROR,0,,True,False
human/soln1/00000/0157_p00860_The_Morning_after_Halloween.cpp,human,soln1,00000,p00860_The_Morning_after_Halloween,PARSE_ERROR,0,,True,False
human/soln1/00000/0134_830_A._Office_Keys.cpp,human,soln1,00000,830_A_Office_Keys,PARSE_ERROR,0,,True,False
human/soln1/00000/0010_1269_E._K_Integers.cpp,human,soln1,00000,1269_E_K_Integers,PARSE_ERROR,0,,True,False
human/soln1/00000/0270_1369_D._TediousLee.cpp,human,soln1,00000,1369_D_TediousLee,PARSE_ERROR,0,,True,False
human/soln1/00000/0144_p02916_AtCoder_Beginner_Contest_140_-_Buffet.cpp,human,soln1,00000,p02916_AtCoder_Beginner_Contest_140_-_Buffet,PARSE_ERROR,0,,True,False
human/soln1/00000/0124_5_A._Chat_Server_s_Outgoing_Traffic.cpp,human,soln1,00000,5_A_Chat_Server_s_Outgoing_Traffic,PARSE_ERROR,0,,True,False
human/soln1/00000/0268_1328_F._Make_k_Equal.cpp,human,soln1,00000,1328_F_Make_k_Equal,PARSE_ERROR,0,,True,False
human/soln1/00000/0014_1354_F._Summoning_Minions.cpp,human,soln1,00000,1354_F_Summoning_Minions,PARSE_ERROR,0,,True,False
human/soln1/00000/0096_1320_F._Blocks_and_Sensors.cpp,human,soln1,00000,1320_F_Blocks_and_Sensors,PARSE_ERROR,0,,True,False
human/soln1/00000/0185_1374_B._Multiply_by_2__divide_by_6.cpp,human,soln1,00000,1374_B_Multiply_by_2__divide_by_6,PARSE_ERROR,0,,True,False
human/soln1/00000/0183_1334_A._Level_Statistics.cpp,human,soln1,00000,1334_A_Level_Statistics,PARSE_ERROR,0,,True,False
human/soln1/00000/0110_268_A._Games.cpp,human,soln1,00000,268_A_Games,PARSE_ERROR,0,,True,False
human/soln1/00000/0249_p01970_The_Diversity_of_Prime_Factorization.cpp,human,soln1,00000,p01970_The_Diversity_of_Prime_Factorization,PARSE_ERROR,0,,True,False
human/soln1/00000/0093_1236_A._Stones.cpp,human,soln1,00000,1236_A_Stones,PARSE_ERROR,0,,True,False
human/soln1/00000/0209_614_C._Peter_and_Snow_Blower.cpp,human,soln1,00000,614_C_Peter_and_Snow_Blower,PARSE_ERROR,0,,True,False
human/soln1/00000/0100_1424_N._BubbleSquare_Tokens.cpp,human,soln1,00000,1424_N_BubbleSquare_Tokens,PARSE_ERROR,0,,True,False
human/soln1/00000/0236_p00032_Plastic_Board.cpp,human,soln1,00000,p00032_Plastic_Board,SUCCESS,0,,False,False
human/soln1/00000/0046_754_E._Dasha_and_cyclic_table.cpp,human,soln1,00000,754_E_Dasha_and_cyclic_table,PARSE_ERROR,0,,True,False
human/soln1/00000/0251_p02257_Prime_Numbers.cpp,human,soln1,00000,p02257_Prime_Numbers,SUCCESS,0,,False,False
human/soln1/00000/0015_1374_E1._Reading_Books__easy_version_.cpp,human,soln1,00000,1374_E1_Reading_Books__easy_version_,PARSE_ERROR,0,,True,False
human/soln1/00000/0159_p01123_Let_s_Move_Tiles_.cpp,human,soln1,00000,p01123_Let_s_Move_Tiles_,PARSE_ERROR,0,,True,False
human/soln1/00000/0255_1053_C._Putting_Boxes_Together.cpp,human,soln1,00000,1053_C_Putting_Boxes_Together,PARSE_ERROR,0,,True,False
human/soln1/00000/0097_133_D._Piet.cpp,human,soln1,00000,133_D_Piet,PARSE_ERROR,0,,True,False
human/soln1/00000/0216_774_K._Stepan_and_Vowels.cpp,human,soln1,00000,774_K_Stepan_and_Vowels,PARSE_ERROR,0,,True,False
human/soln1/00000/0206_544_E._Remembering_Strings.cpp,human,soln1,00000,544_E_Remembering_Strings,PARSE_ERROR,0,,True,False
human/soln1/00000/0114_361_C._Levko_and_Array_Recovery.cpp,human,soln1,00000,361_C_Levko_and_Array_Recovery,PARSE_ERROR,0,,True,False
human/soln1/00000/0254_1030_E._Vasya_and_Good_Sequences.cpp,human,soln1,00000,1030_E_Vasya_and_Good_Sequences,PARSE_ERROR,0,,True,False
human/soln1/00000/0108_219_A._k-String.cpp,human,soln1,00000,219_A_k-String,PARSE_ERROR,0,,True,False
human/soln1/00000/0257_1096_E._The_Top_Scorer.cpp,human,soln1,00000,1096_E_The_Top_Scorer,PARSE_ERROR,0,,True,False
human/soln1/00000/0220_867_D._Gotta_Go_Fast.cpp,human,soln1,00000,867_D_Gotta_Go_Fast,PARSE_ERROR,0,,True,False
human/soln1/00000/0126_643_B._Bear_and_Two_Paths.cpp,human,soln1,00000,643_B_Bear_and_Two_Paths,PARSE_ERROR,0,,True,False
human/soln1/00000/0048_7_B._Memory_Manager.cpp,human,soln1,00000,7_B_Memory_Manager,PARSE_ERROR,0,,True,False
human/soln1/00000/0076_p01356_Nearest_Station.cpp,human,soln1,00000,p01356_Nearest_Station,PARSE_ERROR,0,,True,False
human/soln1/00000/0205_518_E._Arthur_and_Questions.cpp,human,soln1,00000,518_E_Arthur_and_Questions,PARSE_ERROR,0,,True,False
human/soln1/00000/0140_977_B._Two-gram.cpp,human,soln1,00000,977_B_Two-gram,PARSE_ERROR,0,,True,False
