sample_id,model,generation,esbmc_verdict,esbmc_cwes,sanitizer_triggered,sanitizer_cwes,cppcheck_cwes,esbmc_only,sanitizer_only,cppcheck_only,confirmed_by_2plus,n_tools_with_findings
gemma/gen_1/00000/0038_593_C._Beautiful_Function.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0039_615_A._Bulbs.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00000/0040_663_A._Rebus.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0041_687_D._Dividing_Kingdom_II.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0045_7_B._Memory_Manager.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0047_846_E._Chemistry_in_Berland.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0048_868_A._Bark_to_Unlock.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_1/00000/0052_p02744_Panasonic_Programming_Contest_2020_-_String_Equivalence.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0054_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-571,,,CWE-398|CWE-571,,1
gemma/gen_1/00000/0055_p03153_KEYENCE_Programming_Contest_2019_-_Connecting_Cities.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0056_p03297_AtCoder_Grand_Contest_026_-_rng_10s.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398|CWE-571,,,CWE-398|CWE-571,,1
gemma/gen_1/00000/0062_p00167_Bubble_Sort.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0063_p00323_Metal_Recycling.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0065_p00680_KND_Factory.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0067_p00953_Animal_Companion_in_Maze.cpp,gemma,gen_1,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_1/00000/0068_p01086_Short_Phrase.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0069_p01222_Walk_under_a_Scorching_Sun.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0073_p01838_Optimal_Tournament.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0074_p01974_Pigeonhole_principle.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0075_p02120_Cluster_Network.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0077_p02408_Finding_Missing_Cards.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0079_1043_A._Elections.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0080_1065_F._Up_and_Down_the_Tree.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0081_1088_D._Ehab_and_another_another_xor_problem.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0082_1107_D._Compression.cpp,gemma,gen_1,PARSE_ERROR,,True,CWE-122,CWE-563,,CWE-122,CWE-563,,2
gemma/gen_1/00000/0085_1195_D2._Submarine_in_the_Rybinsk_Sea__hard_edition_.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0087_1253_F._Cheap_Robot.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0088_1277_E._Two_Fairs.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-571,,,CWE-571,,1
gemma/gen_1/00000/0090_133_D._Piet.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0093_1424_N._BubbleSquare_Tokens.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0095_1470_E._Strange_Permutation.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-570|CWE-571,,,CWE-398|CWE-570|CWE-571,,1
gemma/gen_1/00000/0097_1547_C._Pair_Programming.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0100_219_A._k-String.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0101_242_C._King_s_Path.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0104_361_C._Levko_and_Array_Recovery.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-457,,,CWE-398|CWE-457,,1
gemma/gen_1/00000/0105_385_A._Bear_and_Raspberry.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0106_405_E._Graph_Cutting.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0107_433_A._Kitahara_Haruki_s_Gift.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0110_500_C._New_Year_Book_Reading.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0111_526_A._King_of_Thieves.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0112_551_B._ZgukistringZ.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,CWE-563,,CWE-190,CWE-563,,2
gemma/gen_1/00000/0113_578_C._Weakness_and_Poorness.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0114_5_A._Chat_Server_s_Outgoing_Traffic.cpp,gemma,gen_1,FAILED,CWE-476,False,,CWE-563,CWE-476,,CWE-563,,2
gemma/gen_1/00000/0115_621_D._Rat_Kwesh_and_Cheese.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0118_716_D._Complete_The_Graph.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0119_760_F._Bacterial_Melee.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0120_784_B._Kids__Riddle.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0124_875_D._High_Cry.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0126_920_E._Connected_Components_.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0129_996_F._Game.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0130_p02652_AtCoder_Grand_Contest_045_-_01_Unbalanced.cpp,gemma,gen_1,FAILED,CWE-119|CWE-476,False,,,CWE-119|CWE-476,,,,1
gemma/gen_1/00000/0131_p02781_AtCoder_Beginner_Contest_154_-_Almost_Everywhere_Zero.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0132_p02916_AtCoder_Beginner_Contest_140_-_Buffet.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0133_p03194_CADDi_2018_for_Beginners_-_Product_and_GCD.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-570,,,CWE-570,,1
gemma/gen_1/00000/0134_p03343_AtCoder_Regular_Contest_098_-_Range_Minimum_Queries.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0135_p03503_AtCoder_Beginner_Contest_080_-_Shopping_Street.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0140_p00365_Age_Difference.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563|CWE-570|CWE-571,,,CWE-398|CWE-563|CWE-570|CWE-571,,1
gemma/gen_1/00000/0141_p00573_Commuter_Pass.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0142_p00720_Earth_Observation_with_a_Mobile_Robot_Team.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0144_p00991_Grid.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0145_p01123_Let_s_Move_Tiles_.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0146_p01262_Adaptive_Time_Slicing_Quantization.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0147_p01576_Exciting_Bicycle.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0149_p02157_Shuffle_2.cpp,gemma,gen_1,SUCCESS,,False,,CWE-570,,,CWE-570,,1
gemma/gen_1/00000/0151_1012_B._Chemical_table.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0152_1081_D._Maximum_Distance.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0153_1100_D._Dasha_and_Chess.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0155_1208_A._XORinacci.cpp,gemma,gen_1,SUCCESS,,False,,CWE-457,,,CWE-457,,1
gemma/gen_1/00000/0157_124_D._Squares.cpp,gemma,gen_1,SUCCESS,,True,CWE-476,CWE-398|CWE-563,,CWE-476,CWE-398|CWE-563,,2
gemma/gen_1/00000/0164_1397_C._Multiples_of_Length.cpp,gemma,gen_1,FAILED,,True,CWE-122,,,CWE-122,,,2
gemma/gen_1/00000/0169_167_C._Wizards_and_Numbers.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-369|CWE-570|CWE-571,,,CWE-369|CWE-570|CWE-571,,1
gemma/gen_1/00000/0170_209_B._Pixels.cpp,gemma,gen_1,PARSE_ERROR,,True,CWE-190,CWE-563,,CWE-190,CWE-563,,2
gemma/gen_1/00000/0172_25_D._Roads_not_only_in_Berland.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0173_331_D2._Escaping_on_Beaveractor.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-570,,,CWE-398|CWE-570,,1
gemma/gen_1/00000/0175_378_C._Maze.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0177_425_A._Sereja_and_Swaps.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00000/0178_449_D._Jzzhu_and_Numbers.cpp,gemma,gen_1,SUCCESS,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00000/0179_518_E._Arthur_and_Questions.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0180_544_E._Remembering_Strings.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_1/00000/0181_571_B._Minimization.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,,,CWE-190,,,1
gemma/gen_1/00000/0182_592_E._BCPC.cpp,gemma,gen_1,SUCCESS,,True,CWE-190,,,CWE-190,,,1
gemma/gen_1/00000/0183_633_H._Fibonacci-ish_II.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0184_662_C._Binary_Table.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0185_687_A._NP-Hard_Problem.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,CWE-398|CWE-563,,CWE-190,CWE-398|CWE-563,,2
gemma/gen_1/00000/0186_709_E._Centroids.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0187_730_G._Car_Repair_Shop.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0188_754_B._Ilya_and_tic-tac-toe_game.cpp,gemma,gen_1,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_1/00000/0190_79_D._Password.cpp,gemma,gen_1,FAILED,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,3
gemma/gen_1/00000/0192_846_B._Math_Show.cpp,gemma,gen_1,SUCCESS,,True,CWE-190,CWE-563,,CWE-190,CWE-563,,2
gemma/gen_1/00000/0193_867_D._Gotta_Go_Fast.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0194_893_A._Chess_For_Three.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0196_962_F._Simple_Cycles_Edges.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0197_990_B._Micro-World.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0198_p02610_AIsing_Programming_Contest_2020_-_Camel_Train.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0200_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00000/0201_p03010_diverta_2019_Programming_Contest_2_-_Diverta_City.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0202_p03150_KEYENCE_Programming_Contest_2019_-_KEYENCE_String.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0203_p03294_AtCoder_Beginner_Contest_103_-_Modulo_Summation.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0211_p00676_KND_is_So_Sexy.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563|CWE-628,,,CWE-398|CWE-563|CWE-628,,1
gemma/gen_1/00000/0212_p00819_Unreliable_Message.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0214_p01219_Private_Teacher.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0217_p02117_Picnic.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-571,,,CWE-571,,1
gemma/gen_1/00000/0218_p02257_Prime_Numbers.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0221_1030_E._Vasya_and_Good_Sequences.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0222_1053_C._Putting_Boxes_Together.cpp,gemma,gen_1,FAILED,,False,,CWE-786,,,CWE-786,,2
gemma/gen_1/00000/0223_1075_D._Intersecting_Subtrees.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0225_1144_B._Parity_Alternated_Deletions.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0226_1165_A._Remainder.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0229_1219_H._Function_Composition.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00000/0230_1244_C._The_Football_Season.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398|CWE-563|CWE-571,,,CWE-398|CWE-563|CWE-571,,1
gemma/gen_1/00000/0231_1264_A._Beautiful_Regional_Contest.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563|CWE-571,,,CWE-398|CWE-563|CWE-571,,1
gemma/gen_1/00000/0233_1304_E._1-Trees_and_Queries.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0234_1348_F._Phoenix_and_Memory.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0235_1391_C._Cyclic_Permutations_.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00000/0236_1413_F._Roads_and_Ramen.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00000/0238_147_B._Smile_House.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0000_152_E._Garden.cpp,gemma,gen_1,TIMEOUT,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00001/0002_228_D._Zigzag.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0004_277_C._Game.cpp,gemma,gen_1,PARSE_ERROR,,True,CWE-190,CWE-563,,CWE-190,CWE-563,,2
gemma/gen_1/00001/0006_323_C._Two_permutations.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0007_348_A._Mafia.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0008_371_B._Fox_Dividing_Cheese.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0010_415_E._Mashmokh_and_Reverse_Operation.cpp,gemma,gen_1,TIMEOUT,,True,CWE-122,CWE-398,,CWE-122,CWE-398,,2
gemma/gen_1/00001/0011_442_C._Artem_and_Array_.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0013_488_C._Fight_the_Monster.cpp,gemma,gen_1,SUCCESS,,False,,CWE-571,,,CWE-571,,1
gemma/gen_1/00001/0016_586_F._Lizard_Era__Beginning.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0017_609_B._The_Best_Gift.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0020_67_E._Save_the_City_.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0025_814_C._An_impassioned_circulation_of_affection.cpp,gemma,gen_1,FAILED,,True,CWE-190,,,CWE-190,,,2
gemma/gen_1/00001/0026_83_C._Track.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0028_909_D._Colorful_Points.cpp,gemma,gen_1,SUCCESS,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0030_958_E2._Guard_Duty__medium_.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0031_985_A._Chess_Placing.cpp,gemma,gen_1,FAILED,,False,,CWE-398,,,CWE-398,,2
gemma/gen_1/00001/0032_p02574_AtCoder_Beginner_Contest_177_-_Coprime.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0036_p03107_AtCoder_Beginner_Contest_120_-_Unification.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00001/0037_p03254_AtCoder_Grand_Contest_027_-_Candy_Distribution_Again.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0043_p00447_Searching_Constellation.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0052_p01931_Check_answers.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0053_p02211_Apple_Adventure.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0054_p02365_Minimum-Cost_Arborescence.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0055_1003_D._Coins_and_Queries.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00001/0056_1027_E._Inverse_Coloring.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0058_1070_C._Cloud_Computing.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0061_1158_F._Density_of_subarrays.cpp,gemma,gen_1,PARSE_ERROR,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00001/0063_1199_E._Matching_vs_Independent_Set.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0064_1216_D._Swords.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0066_1257_G._Divisor_Set.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0068_1301_B._Motarack_s_Birthday.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0071_1366_A._Shovels_and_Swords.cpp,gemma,gen_1,SUCCESS,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00001/0073_1428_D._Bouncing_Boomerangs.cpp,gemma,gen_1,TIMEOUT,,True,CWE-122,CWE-398|CWE-571,,CWE-122,CWE-398|CWE-571,,2
gemma/gen_1/00001/0076_1500_B._Two_chandeliers.cpp,gemma,gen_1,FAILED,,False,,,,,,,1
gemma/gen_1/00001/0078_157_A._Game_Outcome.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0079_178_A1._Educational_Game.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0080_19_B._Checkout_Assistant.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398|CWE-563,,,CWE-398|CWE-563,,1
gemma/gen_1/00001/0081_223_C._Partial_Sums.cpp,gemma,gen_1,SUCCESS,,True,CWE-190,CWE-398,,CWE-190,CWE-398,,2
gemma/gen_1/00001/0083_272_B._Dima_and_Sequence.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-398,,,CWE-398,,1
gemma/gen_1/00001/0085_319_B._Psychos_in_a_Line.cpp,gemma,gen_1,TIMEOUT,,False,,CWE-563,,,CWE-563,,1
gemma/gen_1/00001/0087_366_D._Dima_and_Trap_Graph.cpp,gemma,gen_1,PARSE_ERROR,,False,,CWE-398,,,CWE-398,,1
