sample_id,model,generation,batch,problem_key,problem_key_source,shard,compile_attempted,compiled,has_tests,no_tests,reason,passed,total_tests,pass_rate,timeout,tags,cppcheck_total,cppcheck_warnings,cppcheck_cwe_count,cppcheck_has_cwe,cppcheck_errors,cppcheck_style,cppcheck_perf,clang_total,clang_warnings,clang_errors,clang_bugprone,clang_performance,clang_analyzer,esbmc_verdict,esbmc_n_violations,esbmc_cwes,esbmc_parse_error,esbmc_timeout
human/soln1/00000/0050_846_E._Chemistry_in_Berland.cpp,human,soln1,00000,846_E_Chemistry_in_Berland,json,0,1,1,1,0,tested,6,6,1.0,0,dfs and similar|greedy|trees,0,0,0,0,0,0,0,6,6,0,0,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0256_1075_D._Intersecting_Subtrees.cpp,human,soln1,00000,1075_D_Intersecting_Subtrees,json,0,1,1,1,0,tested,0,3,0.0,0,dfs and similar|interactive|trees,6,2,3,1,0,4,0,15,15,0,2,5,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0198_331_D2._Escaping_on_Beaveractor.cpp,human,soln1,00000,331_D2_Escaping_on_Beaveractor,json,0,1,1,1,0,tested,0,4,0.0,0,graphs,0,0,0,0,0,0,0,9,9,0,0,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0004_1101_A._Minimum_Integer.cpp,human,soln1,00000,1101_A_Minimum_Integer,json,0,1,1,1,0,tested,36,36,1.0,0,math,2,0,1,1,0,2,0,8,8,0,1,2,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0034_44_B._Cola.cpp,human,soln1,00000,44_B_Cola,json,0,1,1,1,0,tested,38,38,1.0,0,implementation,0,0,0,0,0,0,0,2,2,0,1,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0174_1129_A2._Toy_Train.cpp,human,soln1,00000,1129_A2_Toy_Train,json,0,1,1,1,0,tested,31,31,1.0,0,brute force|greedy,0,0,0,0,0,0,0,5,5,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0137_89_C._Chip_Play.cpp,human,soln1,00000,89_C_Chip_Play,json,0,1,1,1,0,tested,10,10,1.0,0,brute force|data structures|implementation,2,1,2,1,1,0,0,11,11,0,2,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0073_p00953_Animal_Companion_in_Maze.cpp,human,soln1,00000,p00953_Animal_Companion_in_Maze,json,0,1,1,0,1,no_public_tests,0,0,,0,,4,0,1,1,0,4,0,11,11,0,1,3,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0118_455_C._Civilization.cpp,human,soln1,00000,455_C_Civilization,json,0,1,1,1,0,tested,23,23,1.0,0,dfs and similar|dp|dsu|ternary search|trees,0,0,0,0,0,0,0,17,17,0,1,0,3,PARSE_ERROR,0,,True,False
human/soln1/00000/0019_1466_F._Euclid_s_nightmare.cpp,human,soln1,00000,1466_F_Euclid_s_nightmare,json,0,1,1,0,1,no_test_mapping,0,0,,0,,1,0,1,1,0,1,0,20,20,0,8,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0099_1382_A._Common_Subsequence.cpp,human,soln1,00000,1382_A_Common_Subsequence,json,0,1,1,1,0,tested,6,7,0.8571428571428571,0,brute force,0,0,0,0,0,0,0,8,8,0,0,3,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0007_1189_D1._Add_on_a_Tree.cpp,human,soln1,00000,1189_D1_Add_on_a_Tree,json,0,1,1,1,0,tested,21,21,1.0,0,trees,0,0,0,0,0,0,0,4,4,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0164_p01878_Destiny_Draw.cpp,human,soln1,00000,p01878_Destiny_Draw,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,32,32,0,16,3,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0258_1117_F._Crisp_String.cpp,human,soln1,00000,1117_F_Crisp_String,json,0,1,1,1,0,tested,14,14,1.0,0,bitmasks|dp,0,0,0,0,0,0,0,4,4,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0003_1081_G._Mergesort_Strikes_Back.cpp,human,soln1,00000,1081_G_Mergesort_Strikes_Back,json,0,1,1,1,0,tested,124,124,1.0,0,math|probabilities,3,0,1,1,0,3,0,19,19,0,8,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0187_1420_D._Rescue_Nibel_.cpp,human,soln1,00000,1420_D_Rescue_Nibel_,json,0,1,1,0,1,no_test_mapping,0,0,,0,,4,2,2,1,0,2,0,9,9,0,1,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0160_p01262_Adaptive_Time_Slicing_Quantization.cpp,human,soln1,00000,p01262_Adaptive_Time_Slicing_Quantization,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,3,3,0,1,0,0,TIMEOUT,0,,False,True
human/soln1/00000/0202_425_A._Sereja_and_Swaps.cpp,human,soln1,00000,425_A_Sereja_and_Swaps,json,0,1,1,1,0,tested,21,21,1.0,0,brute force|sortings,0,0,0,0,0,0,0,8,8,0,1,2,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0103_1497_D._Genius.cpp,human,soln1,00000,1497_D_Genius,json,0,1,1,0,1,no_public_tests,0,0,,0,bitmasks|dp|graphs|number theory,0,0,0,0,0,0,0,3,3,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0259_1144_B._Parity_Alternated_Deletions.cpp,human,soln1,00000,1144_B_Parity_Alternated_Deletions,json,0,1,1,1,0,tested,2,2,1.0,0,greedy|implementation|sortings,0,0,0,0,0,0,0,4,4,0,2,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0262_1202_C._You_Are_Given_a_WASD-string....cpp,human,soln1,00000,1202_C_You_Are_Given_a_WASD-string,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,18,18,0,2,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0244_p01219_Private_Teacher.cpp,human,soln1,00000,p01219_Private_Teacher,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,1,1,1,0,0,0,19,19,0,6,0,1,FAILED,1,CWE-120|CWE-190,False,False
human/soln1/00000/0043_687_D._Dividing_Kingdom_II.cpp,human,soln1,00000,687_D_Dividing_Kingdom_II,json,0,1,1,1,0,tested,16,16,1.0,0,brute force|data structures|dsu|graphs|sortings,0,0,0,0,0,0,0,8,8,0,0,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0272_1413_F._Roads_and_Ramen.cpp,human,soln1,00000,1413_F_Roads_and_Ramen,json,0,1,1,1,0,tested,0,4,0.0,0,data structures|trees,1,0,1,1,0,1,0,9,9,0,4,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0158_p00991_Grid.cpp,human,soln1,00000,p00991_Grid,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,7,7,0,3,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0042_663_A._Rebus.cpp,human,soln1,00000,663_A_Rebus,json,0,1,1,1,0,tested,6,29,0.2068965517241379,0,constructive algorithms|expression parsing|greedy|math,0,0,0,0,0,0,0,6,6,0,0,4,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0065_p03774_AtCoder_Beginner_Contest_057_-_Checkpoints.cpp,human,soln1,00000,p03774_AtCoder_Beginner_Contest_057_-_Checkpoints,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,7,7,0,0,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0075_p01222_Walk_under_a_Scorching_Sun.cpp,human,soln1,00000,p01222_Walk_under_a_Scorching_Sun,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,0,1,1,0,1,0,30,30,0,8,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree.cpp,human,soln1,00000,1065_F_Up_and_Down_the_Tree,json,0,1,1,1,0,tested,18,18,1.0,0,dfs and similar|dp|trees,0,0,0,0,0,0,0,12,12,0,4,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0269_1348_F._Phoenix_and_Memory.cpp,human,soln1,00000,1348_F_Phoenix_and_Memory,json,0,1,1,1,0,tested,33,47,0.7021276595744681,0,data structures|dfs and similar|graphs|greedy,1,0,1,1,0,1,0,19,19,0,4,1,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0112_316_B2._EKG.cpp,human,soln1,00000,316_B2_EKG,json,0,1,1,1,0,tested,7,7,1.0,0,dfs and similar|dp,0,0,0,0,0,0,0,4,4,0,0,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0045_730_J._Bottles.cpp,human,soln1,00000,730_J_Bottles,json,0,1,1,1,0,tested,51,51,1.0,0,dp,0,0,0,0,0,0,0,7,7,0,1,0,3,PARSE_ERROR,0,,True,False
human/soln1/00000/0180_1269_B._Modulo_Equality.cpp,human,soln1,00000,1269_B_Modulo_Equality,json,0,1,1,1,0,tested,17,17,1.0,0,brute force|sortings,0,0,0,0,0,0,0,1,1,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0234_p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases.cpp,human,soln1,00000,p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,0,1,1,0,1,0,7,7,0,0,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0275_1506_F._Triangular_Paths.cpp,human,soln1,00000,1506_F_Triangular_Paths,json,0,1,1,0,1,no_public_tests,0,0,,0,constructive algorithms|graphs|math|shortest paths|sortings,0,0,0,0,0,0,0,3,3,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0101_1446_D2._Frequency_Problem__Hard_Version_.cpp,human,soln1,00000,1446_D2_Frequency_Problem__Hard_Version_,json,0,1,1,0,1,no_test_mapping,0,0,,0,,1,0,1,1,1,0,0,4,4,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0247_p01691_Disappear_Drive.cpp,human,soln1,00000,p01691_Disappear_Drive,json,0,1,1,0,1,no_public_tests,0,0,,0,,2,0,1,1,0,2,0,36,36,0,2,2,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0016_1398_A._Bad_Triangle.cpp,human,soln1,00000,1398_A_Bad_Triangle,json,0,1,1,1,0,tested,11,11,1.0,0,geometry|math,0,0,0,0,0,0,0,2,2,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0047_776_A._A_Serial_Killer.cpp,human,soln1,00000,776_A_A_Serial_Killer,json,0,1,1,1,0,tested,10,10,1.0,0,brute force|implementation|strings,1,0,1,1,0,1,0,3,3,0,0,2,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0161_p01422_Beautiful_Currency.cpp,human,soln1,00000,p01422_Beautiful_Currency,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,0,1,1,0,1,0,2,2,0,0,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0053_915_A._Garden.cpp,human,soln1,00000,915_A_Garden,json,0,1,1,1,0,tested,43,81,0.5308641975308642,0,implementation,2,1,1,1,1,0,0,3,3,0,0,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0070_p00493_Zig-Zag_Numbers.cpp,human,soln1,00000,p00493_Zig-Zag_Numbers,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,0,0,0,0,0,0,43,43,0,4,3,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0152_p00074_Videotape.cpp,human,soln1,00000,p00074_Videotape,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,FAILED,1,CWE-120|CWE-190,False,False
human/soln1/00000/0068_p00167_Bubble_Sort.cpp,human,soln1,00000,p00167_Bubble_Sort,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,FAILED,1,CWE-120|CWE-190,False,False
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam.cpp,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,12,12,0,3,0,2,PARSE_ERROR,0,,True,False
human/soln1/00000/0138_920_E._Connected_Components_.cpp,human,soln1,00000,920_E_Connected_Components_,json,0,1,1,0,1,no_test_mapping,0,0,,0,,4,0,1,1,0,0,4,9,9,0,2,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0039_593_C._Beautiful_Function.cpp,human,soln1,00000,593_C_Beautiful_Function,json,0,1,1,1,0,tested,26,26,1.0,0,constructive algorithms|math,1,0,1,1,0,1,0,8,8,0,0,3,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0088_1107_D._Compression.cpp,human,soln1,00000,1107_D_Compression,json,0,1,1,1,0,tested,18,18,1.0,0,dp|implementation|math|number theory,0,0,0,0,0,0,0,7,7,0,1,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0149_p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine.cpp,human,soln1,00000,p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,16,16,0,4,0,7,PARSE_ERROR,0,,True,False
human/soln1/00000/0193_209_B._Pixels.cpp,human,soln1,00000,209_B_Pixels,json,0,1,1,1,0,tested,48,48,1.0,0,constructive algorithms|math,0,0,0,0,0,0,0,8,8,0,3,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0264_1244_C._The_Football_Season.cpp,human,soln1,00000,1244_C_The_Football_Season,json,0,1,1,1,0,tested,67,67,1.0,0,brute force|math|number theory,0,0,0,0,0,0,0,2,2,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0218_820_A._Mister_B_and_Book_Reading.cpp,human,soln1,00000,820_A_Mister_B_and_Book_Reading,json,0,1,1,1,0,tested,107,107,1.0,0,implementation,0,0,0,0,0,0,0,2,2,0,0,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0179_124_D._Squares.cpp,human,soln1,00000,124_D_Squares,json,0,1,1,1,0,tested,127,127,1.0,0,math,7,0,2,1,0,6,1,3,3,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0186_1397_C._Multiples_of_Length.cpp,human,soln1,00000,1397_C_Multiples_of_Length,json,0,1,1,1,0,tested,3,17,0.1764705882352941,0,constructive algorithms|greedy|number theory,0,0,0,0,0,0,0,8,8,0,4,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0260_1165_A._Remainder.cpp,human,soln1,00000,1165_A_Remainder,json,0,1,1,1,0,tested,97,97,1.0,0,implementation|math,1,0,1,1,0,1,0,3,3,0,1,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp,human,soln1,00000,p03612_AtCoder_Beginner_Contest_072_-_Derangement,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,2,2,0,0,1,0,SUCCESS,0,,False,False
human/soln1/00000/0095_1277_E._Two_Fairs.cpp,human,soln1,00000,1277_E_Two_Fairs,json,0,1,1,0,1,no_public_tests,0,0,,0,combinatorics|dfs and similar|dsu|graphs,1,1,1,1,0,0,0,6,6,0,1,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0172_1081_D._Maximum_Distance.cpp,human,soln1,00000,1081_D_Maximum_Distance,json,0,1,1,1,0,tested,66,66,1.0,0,dsu|graphs|shortest paths|sortings,3,0,2,1,0,3,0,8,8,0,1,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese.cpp,human,soln1,00000,621_D_Rat_Kwesh_and_Cheese,json,0,1,1,1,0,tested,142,145,0.9793103448275862,0,brute force|constructive algorithms|math,1,0,1,1,0,1,0,12,12,0,0,2,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0072_p00822_Weather_Forecast.cpp,human,soln1,00000,p00822_Weather_Forecast,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,6,6,0,0,0,0,SUCCESS,0,,False,False
human/soln1/00000/0192_167_C._Wizards_and_Numbers.cpp,human,soln1,00000,167_C_Wizards_and_Numbers,json,0,1,1,1,0,tested,5,5,1.0,0,games|math,0,0,0,0,0,0,0,2,2,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0001_1037_E._Trips.cpp,human,soln1,00000,1037_E_Trips,json,0,1,1,1,0,tested,2,2,1.0,0,graphs,0,0,0,0,0,0,0,4,4,0,1,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0171_105_C._Item_World.cpp,human,soln1,00000,105_C_Item_World,json,0,1,1,1,0,tested,5,11,0.4545454545454545,0,brute force|implementation|sortings,8,1,3,1,1,6,0,15,15,0,0,2,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0033_425_D._Sereja_and_Squares.cpp,human,soln1,00000,425_D_Sereja_and_Squares,json,0,1,1,1,0,tested,10,10,1.0,0,binary search|data structures|hashing,0,0,0,0,0,0,0,8,8,0,0,1,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0204_494_A._Treasure.cpp,human,soln1,00000,494_A_Treasure,json,0,1,1,1,0,tested,20,20,1.0,0,greedy,0,0,0,0,0,0,0,3,3,0,0,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0022_1540_C1._Converging_Array__Easy_Version_.cpp,human,soln1,00000,1540_C1_Converging_Array__Easy_Version_,json,0,1,1,0,1,no_test_mapping,0,0,,0,,1,0,1,1,0,1,0,5,5,0,2,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0084_101_C._Vectors.cpp,human,soln1,00000,101_C_Vectors,json,0,1,1,1,0,tested,221,221,1.0,0,implementation|math,0,0,0,0,0,0,0,6,6,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0107_195_A._Let_s_Watch_Football.cpp,human,soln1,00000,195_A_Let_s_Watch_Football,json,0,1,1,0,1,no_test_mapping,0,0,,0,,2,0,1,1,0,2,0,5,5,0,0,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0151_p03986_AtCoder_Grand_Contest_005_-_STring.cpp,human,soln1,00000,p03986_AtCoder_Grand_Contest_005_-_STring,json,0,1,1,0,1,no_public_tests,0,0,,0,,0,0,0,0,0,0,0,3,3,0,0,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0131_760_F._Bacterial_Melee.cpp,human,soln1,00000,760_F_Bacterial_Melee,json,0,1,1,1,0,tested,7,7,1.0,0,brute force|combinatorics|dp|string suffix structures,0,0,0,0,0,0,0,16,16,0,6,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0026_260_B._Ancient_Prophesy.cpp,human,soln1,00000,260_B_Ancient_Prophesy,json,0,1,0,0,0,compile_error,0,0,,0,brute force|implementation|strings,1,1,1,1,0,0,0,14,5,9,2,0,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0057_p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary.cpp,human,soln1,00000,p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary,json,0,1,1,0,1,no_public_tests,0,0,,0,,1,1,1,1,0,0,0,4,4,0,0,0,1,PARSE_ERROR,0,,True,False
human/soln1/00000/0245_p01353_Rabbit_Plays_Games_.cpp,human,soln1,00000,p01353_Rabbit_Plays_Games_,json,0,1,1,0,1,no_test_mapping,0,0,,0,,2,0,2,1,0,2,0,10,10,0,4,1,0,PARSE_ERROR,0,,True,False
human/soln1/00000/0117_433_A._Kitahara_Haruki_s_Gift.cpp,human,soln1,00000,433_A_Kitahara_Haruki_s_Gift,json,0,1,1,0,1,no_test_mapping,0,0,,0,,3,0,1,1,0,3,0,2,2,0,0,0,0,PARSE_ERROR,0,,True,False
