sample_id,model,generation,batch,problem_key,shard,tags,compile_attempted,compiled,has_tests,pass_rate,passed,total_tests,timeout,cppcheck_analyzed,cppcheck_parsed_ok,cppcheck_total_errors,cppcheck_has_cwe,cppcheck_num_cwe_types,cppcheck_cwe_list,cppcheck_error_count,cppcheck_warning_count,cppcheck_style_count,cppcheck_performance_count,cppcheck_portability_count
human/soln1/00000/0078_p01694_Step_Aerobics.cpp,human,soln1,00000,p01694_Step_Aerobics,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0239_p00490_Best_Pizza.cpp,human,soln1,00000,p00490_Best_Pizza,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0037_545_C._Woodcutters.cpp,human,soln1,00000,545_C_Woodcutters,0,dp|greedy,1,1,1,1.0,10,10,0,1,1,2,1,1,563,0,0,2,0,0
human/soln1/00000/0040_615_A._Bulbs.cpp,human,soln1,00000,615_A_Bulbs,0,implementation,1,1,1,1.0,21,21,0,1,1,2,1,1,398,0,0,2,0,0
human/soln1/00000/0044_70_C._Lucky_Tickets.cpp,human,soln1,00000,70_C_Lucky_Tickets,0,binary search|data structures|sortings|two pointers,1,1,1,0.8936170212765957,42,47,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0064_p03616_AtCoder_Regular_Contest_082_-_Sandglass.cpp,human,soln1,00000,p03616_AtCoder_Regular_Contest_082_-_Sandglass,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0230_p03150_KEYENCE_Programming_Contest_2019_-_KEYENCE_String.cpp,human,soln1,00000,p03150_KEYENCE_Programming_Contest_2019_-_KEYENCE_String,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0063_p03455_AtCoder_Beginner_Contest_086_-_Product.cpp,human,soln1,00000,p03455_AtCoder_Beginner_Contest_086_-_Product,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0089_1136_D._Nastya_Is_Buying_Lunch.cpp,human,soln1,00000,1136_D_Nastya_Is_Buying_Lunch,0,greedy,1,1,1,1.0,9,9,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0263_1219_H._Function_Composition.cpp,human,soln1,00000,1219_H_Function_Composition,0,dfs and similar,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0050_846_E._Chemistry_in_Berland.cpp,human,soln1,00000,846_E_Chemistry_in_Berland,0,dfs and similar|greedy|trees,1,1,1,1.0,6,6,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0256_1075_D._Intersecting_Subtrees.cpp,human,soln1,00000,1075_D_Intersecting_Subtrees,0,dfs and similar|interactive|trees,1,1,1,0.0,0,3,0,1,1,6,1,3,398|457|563,0,2,4,0,0
human/soln1/00000/0198_331_D2._Escaping_on_Beaveractor.cpp,human,soln1,00000,331_D2_Escaping_on_Beaveractor,0,graphs,1,1,1,0.0,0,4,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0004_1101_A._Minimum_Integer.cpp,human,soln1,00000,1101_A_Minimum_Integer,0,math,1,1,1,1.0,36,36,0,1,1,2,1,1,398,0,0,2,0,0
human/soln1/00000/0034_44_B._Cola.cpp,human,soln1,00000,44_B_Cola,0,implementation,1,1,1,1.0,38,38,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0174_1129_A2._Toy_Train.cpp,human,soln1,00000,1129_A2_Toy_Train,0,brute force|greedy,1,1,1,1.0,31,31,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0137_89_C._Chip_Play.cpp,human,soln1,00000,89_C_Chip_Play,0,brute force|data structures|implementation,1,1,1,1.0,10,10,0,1,1,2,1,2,119|758,1,1,0,0,0
human/soln1/00000/0073_p00953_Animal_Companion_in_Maze.cpp,human,soln1,00000,p00953_Animal_Companion_in_Maze,0,,1,1,1,,0,0,0,1,1,4,1,1,398,0,0,4,0,0
human/soln1/00000/0118_455_C._Civilization.cpp,human,soln1,00000,455_C_Civilization,0,dfs and similar|dp|dsu|ternary search|trees,1,1,1,1.0,23,23,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0099_1382_A._Common_Subsequence.cpp,human,soln1,00000,1382_A_Common_Subsequence,0,brute force,1,1,1,0.8571428571428571,6,7,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0007_1189_D1._Add_on_a_Tree.cpp,human,soln1,00000,1189_D1_Add_on_a_Tree,0,trees,1,1,1,1.0,21,21,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0164_p01878_Destiny_Draw.cpp,human,soln1,00000,p01878_Destiny_Draw,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0258_1117_F._Crisp_String.cpp,human,soln1,00000,1117_F_Crisp_String,0,bitmasks|dp,1,1,1,1.0,14,14,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0003_1081_G._Mergesort_Strikes_Back.cpp,human,soln1,00000,1081_G_Mergesort_Strikes_Back,0,math|probabilities,1,1,1,1.0,124,124,0,1,1,5,1,1,398,0,2,3,0,0
human/soln1/00000/0160_p01262_Adaptive_Time_Slicing_Quantization.cpp,human,soln1,00000,p01262_Adaptive_Time_Slicing_Quantization,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0202_425_A._Sereja_and_Swaps.cpp,human,soln1,00000,425_A_Sereja_and_Swaps,0,brute force|sortings,1,1,1,1.0,21,21,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0103_1497_D._Genius.cpp,human,soln1,00000,1497_D_Genius,0,bitmasks|dp|graphs|number theory,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0259_1144_B._Parity_Alternated_Deletions.cpp,human,soln1,00000,1144_B_Parity_Alternated_Deletions,0,greedy|implementation|sortings,1,1,1,1.0,2,2,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0262_1202_C._You_Are_Given_a_WASD-string....cpp,human,soln1,00000,1202_C_You_Are_Given_a_WASD-string,0,brute force|data structures|dp|greedy|implementation|math|strings,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0244_p01219_Private_Teacher.cpp,human,soln1,00000,p01219_Private_Teacher,0,,1,1,1,,0,0,0,1,1,1,1,1,119,0,1,0,0,0
human/soln1/00000/0043_687_D._Dividing_Kingdom_II.cpp,human,soln1,00000,687_D_Dividing_Kingdom_II,0,brute force|data structures|dsu|graphs|sortings,1,1,1,1.0,16,16,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0272_1413_F._Roads_and_Ramen.cpp,human,soln1,00000,1413_F_Roads_and_Ramen,0,data structures|trees,1,1,1,0.0,0,4,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0158_p00991_Grid.cpp,human,soln1,00000,p00991_Grid,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0042_663_A._Rebus.cpp,human,soln1,00000,663_A_Rebus,0,constructive algorithms|expression parsing|greedy|math,1,1,1,0.20689655172413793,6,29,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0065_p03774_AtCoder_Beginner_Contest_057_-_Checkpoints.cpp,human,soln1,00000,p03774_AtCoder_Beginner_Contest_057_-_Checkpoints,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0075_p01222_Walk_under_a_Scorching_Sun.cpp,human,soln1,00000,p01222_Walk_under_a_Scorching_Sun,0,,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree.cpp,human,soln1,00000,1065_F_Up_and_Down_the_Tree,0,dfs and similar|dp|trees,1,1,1,1.0,18,18,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0269_1348_F._Phoenix_and_Memory.cpp,human,soln1,00000,1348_F_Phoenix_and_Memory,0,data structures|dfs and similar|graphs|greedy,1,1,1,0.7021276595744681,33,47,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0112_316_B2._EKG.cpp,human,soln1,00000,316_B2_EKG,0,dfs and similar|dp,1,1,1,1.0,7,7,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0045_730_J._Bottles.cpp,human,soln1,00000,730_J_Bottles,0,dp,1,1,1,1.0,51,51,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0180_1269_B._Modulo_Equality.cpp,human,soln1,00000,1269_B_Modulo_Equality,0,brute force|sortings,1,1,1,1.0,17,17,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0234_p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases.cpp,human,soln1,00000,p03771_AtCoder_Grand_Contest_012_-_Camel_and_Oases,0,,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0275_1506_F._Triangular_Paths.cpp,human,soln1,00000,1506_F_Triangular_Paths,0,constructive algorithms|graphs|math|shortest paths|sortings,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0247_p01691_Disappear_Drive.cpp,human,soln1,00000,p01691_Disappear_Drive,0,,1,1,1,,0,0,0,1,1,2,1,1,398,0,0,2,0,0
human/soln1/00000/0016_1398_A._Bad_Triangle.cpp,human,soln1,00000,1398_A_Bad_Triangle,0,geometry|math,1,1,1,1.0,11,11,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0047_776_A._A_Serial_Killer.cpp,human,soln1,00000,776_A_A_Serial_Killer,0,brute force|implementation|strings,1,1,1,1.0,10,10,0,1,1,1,1,1,570,0,0,1,0,0
human/soln1/00000/0161_p01422_Beautiful_Currency.cpp,human,soln1,00000,p01422_Beautiful_Currency,0,,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0053_915_A._Garden.cpp,human,soln1,00000,915_A_Garden,0,implementation,1,1,1,0.5555555555555556,45,81,0,1,1,2,1,1,457,1,1,0,0,0
human/soln1/00000/0070_p00493_Zig-Zag_Numbers.cpp,human,soln1,00000,p00493_Zig-Zag_Numbers,0,,1,1,1,,0,0,0,1,1,6,1,2,398|563,0,0,6,0,0
human/soln1/00000/0152_p00074_Videotape.cpp,human,soln1,00000,p00074_Videotape,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0068_p00167_Bubble_Sort.cpp,human,soln1,00000,p00167_Bubble_Sort,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam.cpp,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0039_593_C._Beautiful_Function.cpp,human,soln1,00000,593_C_Beautiful_Function,0,constructive algorithms|math,1,1,1,1.0,26,26,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0088_1107_D._Compression.cpp,human,soln1,00000,1107_D_Compression,0,dp|implementation|math|number theory,1,1,1,1.0,18,18,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0149_p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine.cpp,human,soln1,00000,p03664_AtCoder_Regular_Contest_078_-_Mole_and_Abandoned_Mine,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0193_209_B._Pixels.cpp,human,soln1,00000,209_B_Pixels,0,constructive algorithms|math,1,1,1,1.0,48,48,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0264_1244_C._The_Football_Season.cpp,human,soln1,00000,1244_C_The_Football_Season,0,brute force|math|number theory,1,1,1,1.0,67,67,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0218_820_A._Mister_B_and_Book_Reading.cpp,human,soln1,00000,820_A_Mister_B_and_Book_Reading,0,implementation,1,1,1,1.0,107,107,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0179_124_D._Squares.cpp,human,soln1,00000,124_D_Squares,0,math,1,1,1,1.0,127,127,0,1,1,7,1,2,398|563,0,0,6,1,0
human/soln1/00000/0186_1397_C._Multiples_of_Length.cpp,human,soln1,00000,1397_C_Multiples_of_Length,0,constructive algorithms|greedy|number theory,1,1,1,0.17647058823529413,3,17,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0260_1165_A._Remainder.cpp,human,soln1,00000,1165_A_Remainder,0,implementation|math,1,1,1,1.0,97,97,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0233_p03612_AtCoder_Beginner_Contest_072_-_Derangement.cpp,human,soln1,00000,p03612_AtCoder_Beginner_Contest_072_-_Derangement,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0095_1277_E._Two_Fairs.cpp,human,soln1,00000,1277_E_Two_Fairs,0,combinatorics|dfs and similar|dsu|graphs,1,1,1,,0,0,0,1,1,3,1,2,131|457,0,1,0,0,2
human/soln1/00000/0172_1081_D._Maximum_Distance.cpp,human,soln1,00000,1081_D_Maximum_Distance,0,dsu|graphs|shortest paths|sortings,1,1,1,1.0,66,66,0,1,1,3,1,2,398|563,0,0,3,0,0
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese.cpp,human,soln1,00000,621_D_Rat_Kwesh_and_Cheese,0,brute force|constructive algorithms|math,1,1,1,0.9793103448275862,142,145,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0072_p00822_Weather_Forecast.cpp,human,soln1,00000,p00822_Weather_Forecast,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0192_167_C._Wizards_and_Numbers.cpp,human,soln1,00000,167_C_Wizards_and_Numbers,0,games|math,1,1,1,1.0,5,5,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0001_1037_E._Trips.cpp,human,soln1,00000,1037_E_Trips,0,graphs,1,1,1,1.0,2,2,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0171_105_C._Item_World.cpp,human,soln1,00000,105_C_Item_World,0,brute force|implementation|sortings,1,1,1,0.45454545454545453,5,11,0,1,1,8,1,3,398|457|563,1,1,6,0,0
human/soln1/00000/0033_425_D._Sereja_and_Squares.cpp,human,soln1,00000,425_D_Sereja_and_Squares,0,binary search|data structures|hashing,1,1,1,1.0,10,10,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0204_494_A._Treasure.cpp,human,soln1,00000,494_A_Treasure,0,greedy,1,1,1,1.0,20,20,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0084_101_C._Vectors.cpp,human,soln1,00000,101_C_Vectors,0,implementation|math,1,1,1,1.0,221,221,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0151_p03986_AtCoder_Grand_Contest_005_-_STring.cpp,human,soln1,00000,p03986_AtCoder_Grand_Contest_005_-_STring,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0131_760_F._Bacterial_Melee.cpp,human,soln1,00000,760_F_Bacterial_Melee,0,brute force|combinatorics|dp|string suffix structures,1,1,1,1.0,7,7,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0057_p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary.cpp,human,soln1,00000,p02613_AtCoder_Beginner_Contest_173_-_Judge_Status_Summary,0,,1,1,1,,0,0,0,1,1,1,1,1,119,0,1,0,0,0
human/soln1/00000/0252_p02405_Print_a_Chessboard.cpp,human,soln1,00000,p02405_Print_a_Chessboard,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0237_p00163_Highway_Toll.cpp,human,soln1,00000,p00163_Highway_Toll,0,,1,1,1,,0,0,0,1,1,3,1,1,398,0,0,3,0,0
human/soln1/00000/0090_1155_A._Reverse_a_Substring.cpp,human,soln1,00000,1155_A_Reverse_a_Substring,0,implementation|sortings|strings,1,1,1,0.875,14,16,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0041_634_C._Factory_Repairs.cpp,human,soln1,00000,634_C_Factory_Repairs,0,data structures,1,1,1,1.0,1,1,0,1,1,1,1,1,571,0,0,1,0,0
human/soln1/00000/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs.cpp,human,soln1,00000,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0031_379_A._New_Year_Candles.cpp,human,soln1,00000,379_A_New_Year_Candles,0,implementation,1,1,1,1.0,25,25,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0146_p03194_CADDi_2018_for_Beginners_-_Product_and_GCD.cpp,human,soln1,00000,p03194_CADDi_2018_for_Beginners_-_Product_and_GCD,0,,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0024_20_B._Equation.cpp,human,soln1,00000,20_B_Equation,0,math,1,1,1,1.0,30,30,0,1,1,3,1,1,398,0,0,3,0,0
human/soln1/00000/0081_p02120_Cluster_Network.cpp,human,soln1,00000,p02120_Cluster_Network,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0135_851_B._Arpa_and_an_exam_about_geometry.cpp,human,soln1,00000,851_B_Arpa_and_an_exam_about_geometry,0,geometry|math,1,1,1,1.0,44,44,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0106_174_E._Ancient_Berland_Hieroglyphs.cpp,human,soln1,00000,174_E_Ancient_Berland_Hieroglyphs,0,two pointers,1,1,1,1.0,9,9,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0055_963_B._Destruction_of_a_Tree.cpp,human,soln1,00000,963_B_Destruction_of_a_Tree,0,constructive algorithms|dfs and similar|dp|greedy|trees,1,1,1,0.2,4,20,0,1,1,2,1,1,398,0,0,1,1,0
human/soln1/00000/0000_1012_E._Cycle_sort.cpp,human,soln1,00000,1012_E_Cycle_sort,0,dsu|math,1,1,1,0.45,9,20,0,1,1,2,1,1,398,0,0,2,0,0
human/soln1/00000/0182_1311_C._Perform_the_Combo.cpp,human,soln1,00000,1311_C_Perform_the_Combo,0,brute force,1,1,1,0.5,1,2,0,1,1,3,1,3,119|398|686,0,2,1,0,0
human/soln1/00000/0274_147_B._Smile_House.cpp,human,soln1,00000,147_B_Smile_House,0,binary search|graphs|matrices,1,1,1,1.0,15,15,0,1,1,5,1,2,398|758,0,0,2,0,3
human/soln1/00000/0120_500_C._New_Year_Book_Reading.cpp,human,soln1,00000,500_C_New_Year_Book_Reading,0,constructive algorithms|greedy|implementation|math,1,1,1,1.0,10,10,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0082_p02260_Selection_Sort.cpp,human,soln1,00000,p02260_Selection_Sort,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0195_25_D._Roads_not_only_in_Berland.cpp,human,soln1,00000,25_D_Roads_not_only_in_Berland,0,dsu|graphs|trees,1,1,1,0.4444444444444444,4,9,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0211_662_C._Binary_Table.cpp,human,soln1,00000,662_C_Binary_Table,0,bitmasks|brute force|divide and conquer|dp|fft|math,1,1,1,1.0,16,16,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0156_p00720_Earth_Observation_with_a_Mobile_Robot_Team.cpp,human,soln1,00000,p00720_Earth_Observation_with_a_Mobile_Robot_Team,0,,1,1,1,,0,0,0,1,1,3,1,2,119|563,0,1,2,0,0
human/soln1/00000/0243_p01083_RedBlue.cpp,human,soln1,00000,p01083_RedBlue,0,,1,1,1,,0,0,0,1,1,7,1,1,398,0,5,2,0,0
human/soln1/00000/0018_143_A._Help_Vasilisa_the_Wise_2.cpp,human,soln1,00000,143_A_Help_Vasilisa_the_Wise_2,0,brute force|math,1,1,1,1.0,48,48,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0023_168_A._Wizards_and_Demonstration.cpp,human,soln1,00000,168_A_Wizards_and_Demonstration,0,implementation|math,1,1,1,1.0,39,39,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0208_592_E._BCPC.cpp,human,soln1,00000,592_E_BCPC,0,binary search|geometry|two pointers,1,1,1,1.0,11,11,0,1,1,2,1,1,398,0,2,0,0,0
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences.cpp,human,soln1,00000,283_D_Cows_and_Cool_Sequences,0,dp|math|number theory,1,1,1,1.0,13,13,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0173_1100_D._Dasha_and_Chess.cpp,human,soln1,00000,1100_D_Dasha_and_Chess,0,constructive algorithms|games|interactive,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0238_p00320_Cuboid.cpp,human,soln1,00000,p00320_Cuboid,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0111_290_D._Orange.cpp,human,soln1,00000,290_D_Orange,0,*special|implementation,1,1,1,1.0,43,43,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0094_1253_F._Cheap_Robot.cpp,human,soln1,00000,1253_F_Cheap_Robot,0,binary search|dsu|graphs|shortest paths|trees,1,1,1,1.0,3,3,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0098_1361_E._James_and_the_Chase.cpp,human,soln1,00000,1361_E_James_and_the_Chase,0,dfs and similar|graphs|probabilities|trees,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0025_235_D._Graph_Game.cpp,human,soln1,00000,235_D_Graph_Game,0,graphs,1,1,1,0.0,0,11,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0136_875_D._High_Cry.cpp,human,soln1,00000,875_D_High_Cry,0,binary search|bitmasks|combinatorics|data structures|divide and conquer,1,1,1,1.0,21,21,0,1,1,1,1,1,398,0,0,1,0,0
human/soln1/00000/0128_691_D._Swaps_in_Permutation.cpp,human,soln1,00000,691_D_Swaps_in_Permutation,0,dfs and similar|dsu|math,1,1,1,1.0,25,25,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0221_893_A._Chess_For_Three.cpp,human,soln1,00000,893_A_Chess_For_Three,0,implementation,1,1,1,1.0,35,35,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0253_1007_E._Mini_Metro.cpp,human,soln1,00000,1007_E_Mini_Metro,0,dp,1,1,1,1.0,5,5,0,1,1,2,1,1,563,0,0,2,0,0
human/soln1/00000/0224_962_F._Simple_Cycles_Edges.cpp,human,soln1,00000,962_F_Simple_Cycles_Edges,0,dfs and similar|graphs|trees,1,1,1,1.0,14,14,0,1,1,2,1,1,398,0,0,2,0,0
human/soln1/00000/0178_1227_A._Math_Problem.cpp,human,soln1,00000,1227_A_Math_Problem,0,math,1,1,1,1.0,4,4,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0215_754_B._Ilya_and_tic-tac-toe_game.cpp,human,soln1,00000,754_B_Ilya_and_tic-tac-toe_game,0,brute force|implementation,1,1,1,1.0,91,91,0,1,0,0,0,0,,0,0,0,0,0
human/soln1/00000/0038_571_E._Geometric_Progressions.cpp,human,soln1,00000,571_E_Geometric_Progressions,0,math,1,1,1,1.0,42,42,0,1,1,6,1,2,398|563,0,0,6,0,0
human/soln1/00000/0229_p03010_diverta_2019_Programming_Contest_2_-_Diverta_City.cpp,human,soln1,00000,p03010_diverta_2019_Programming_Contest_2_-_Diverta_City,0,,1,1,1,,0,0,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0119_478_A._Initial_Bet.cpp,human,soln1,00000,478_A_Initial_Bet,0,implementation,1,1,1,1.0,17,17,0,1,1,0,0,0,,0,0,0,0,0
human/soln1/00000/0190_1490_D._Permutation_Transformation.cpp,human,soln1,00000,1490_D_Permutation_Transformation,0,dfs and similar|divide and conquer|implementation,1,1,1,,0,0,0,1,1,1,1,1,398,0,0,0,1,0
